run,global_sweep,stage,stage_sweep,degree,n_terms,u_rmse,v_rmse,p_rmse,px_rmse,py_rmse,score,u_step,p_after_u_step,v_step,p_after_v_step,u_phys_data,u_phys_div,u_phys_mx,u_phys_my,v_phys_data,v_phys_div,v_phys_mx,v_phys_my,p_phys_mx,p_phys_my,is_best
5_to_8,14,0,14,5,56,0.014166148500151802,0.013283008812646975,0.04628113987830472,0.10208119624265105,0.09113300751495038,0.04677057768855892,0.01857203574871387,0.011268676517958142,0.01722931531555389,0.024352353576128194,0.01513171142972712,0.01746819538883437,0.0077669254262372305,0.00779414299091319,0.014140427716394023,0.017026459860652755,0.0076552810706021915,0.00778085224558662,0.007649726208240172,0.008567232983800717,1
5_to_8,15,0,15,5,56,0.013364476788243328,0.012564537769571055,0.044726372740367525,0.09831330585752307,0.08776995638618675,0.04453734078218537,0.019595951693317352,0.012479501433013707,0.01788627596252558,0.026464408891508556,0.014166148500151802,0.016724437304716695,0.007651052397101447,0.00768476994751158,0.013283008812646975,0.0163386660467277,0.0075303666005682585,0.007666762475500994,0.00752052155633801,0.008327292443674847,1
5_to_8,16,0,16,5,56,0.012682748718607684,0.011947612405378815,0.04321598213635413,0.09475014401603174,0.08455807501733419,0.04256118302732309,0.02023706611300395,0.013371869027744156,0.018309445213839932,0.027920011100196353,0.013364476788243328,0.016061431635032767,0.007523696475442816,0.007563744611721434,0.012564537769571055,0.015715298538165542,0.007397342168824189,0.007542109645003006,0.007384160638199722,0.008111464432892323,1
5_to_8,17,0,17,5,56,0.012089746669400447,0.011405842782561144,0.04174906988279739,0.09136206466437709,0.0814783255586937,0.04077962847426867,0.020572074874219557,0.013979798400068483,0.018529089029362823,0.02884266716964793,0.012682748718607688,0.015454682548145348,0.0073886374081271345,0.007434792971731335,0.011947612405378815,0.015137485642353517,0.007259219826540496,0.007410427644207625,0.007243467192427198,0.007911879046489765,1
5_to_8,18,0,18,5,56,0.011563348111380422,0.010920634551285894,0.040325399885955036,0.08812761588309874,0.07851751938764545,0.03914849618974074,0.020667477365239658,0.014350725140873828,0.018579084064970854,0.029341259217833572,0.012089746669400445,0.014888726066185926,0.007248838048243805,0.007300838915077529,0.011405842782561147,0.014593456013057175,0.007118342585839841,0.0072744799403112745,0.007100638868668091,0.007723805998797386,1
5_to_8,19,0,19,5,56,0.011087865037564953,0.010478863934952246,0.03894496477055921,0.08503090163697696,0.07566622009289901,0.037636441145504795,0.020577997834180614,0.014530491254177807,0.01849136213537772,0.02950660772425899,0.011563348111380422,0.014353876218393825,0.007106596168562777,0.007164156294750528,0.01092063455128589,0.014075927063611193,0.0069765166920279795,0.007136406076565701,0.006957366561060655,0.007544443467621782,1
5_to_8,20,0,20,5,56,0.010652131974517781,0.01007122547548732,0.03760775450683852,0.08205982458078655,0.0729174004279719,0.03622107995088095,0.020347651920465754,0.014559046293332066,0.01829405363019031,0.029412746910452058,0.011087865037564953,0.013844094532281234,0.0069636771293910245,0.007026499030760127,0.010478863934952246,0.013580415894089414,0.006835122688728015,0.0069978476777894354,0.006814937642682763,0.007372158302812129,1
5_to_8,21,0,21,5,56,0.01024815135163139,0.009691072473548643,0.036313643578396115,0.07920491086935993,0.0702655833940493,0.03488627325152096,0.020011438190911016,0.014469735911706779,0.01801111877726176,0.029119353836699696,0.010652131974517781,0.013355617560903525,0.006821424857497974,0.006889208949823508,0.01007122547548732,0.01310416229665639,0.006695206138067351,0.006860052983124327,0.0066743216105564955,0.0072060147944283835,1
5_to_8,22,0,22,5,56,0.009870143266597887,0.009333609985475654,0.03506234626578377,0.07645852047038487,0.06770629417760557,0.03362023471687259,0.01959700523821591,0.014289798354360103,0.017662570420654743,0.028674230356365828,0.01024815135163139,0.012886083259698035,0.006680852335300174,0.006753303421395641,0.009691072473548641,0.012645449743504329,0.0065575504685741835,0.006723961666685981,0.006536239412934589,0.007045485267200178,1
5_to_8,23,0,23,5,56,0.009513883046611023,0.008995335916302997,0.0338534096909036,0.07381431365020702,0.06523571158805,0.032414221486739725,0.019126102686452026,0.014041211269301256,0.017264910307604443,0.028115508466374915,0.00987014326659789,0.012433980386951279,0.006542714169331472,0.006619545622662298,0.009333609985475654,0.012203181730300543,0.0064227348095546475,0.006590272655469164,0.006401218692847705,0.006890274155295782,1
5_to_8,24,0,24,5,56,0.009176240866319754,0.008673654731040502,0.0326862265084656,0.07126688831240983,0.06285044737410794,0.03126162916601204,0.01861578289429695,0.01374156987939946,0.016831615996334637,0.027473508764729555,0.009513883046611027,0.011998304817632954,0.006407564125787747,0.006488500337306319,0.008995335916302997,0.011776620423210765,0.006291179544219293,0.006459497796367844,0.006269637345967909,0.0067402123909194225,1
5_to_8,25,0,25,5,56,0.008854861971513365,0.008366610416413055,0.031560056604555936,0.06881153174257783,0.06054740732796154,0.030157366294980358,0.01807937331163777,0.01340488272545312,0.016373608931139778,0.026772269179683755,0.009176240866319754,0.011578347342162053,0.006275800377568474,0.006360577957743098,0.008673654731040505,0.011365227677358456,0.0061631819895380646,0.006332004012572683,0.006141757614587816,0.006595195068321291,1
5_to_8,26,0,26,5,56,0.008547944235342728,0.00807270150463342,0.03047405171530307,0.06644404929619721,0.05832370451508486,0.029097421121104354,0.017527254097472984,0.013042252629516514,0.015899676247751345,0.026030787313056504,0.008854861971513367,0.011173564448031217,0.0061477008790994814,0.0062360690084041865,0.008366610416413053,0.01096857014422974,0.006038944233302022,0.00620804624255794,0.006017752638533043,0.006455145539340937,1
5_to_8,27,0,27,5,56,0.00825408292949413,0.0077907524878027675,0.029427279634576715,0.06416064508028121,0.05617660555441005,0.028078560480766027,0.016967476247246885,0.012662442843528928,0.015416838127763854,0.025264023579627783,0.00854794423534273,0.010783501105375532,0.0060234509063617995,0.006115171132964034,0.008072701504633418,0.010586264157611505,0.005918594794175752,0.006087793079593938,0.005897727059598674,0.0063199954934103865,1
5_to_8,28,0,28,5,56,0.007972161902559512,0.007519824001560332,0.02841874632822187,0.06195783795220761,0.05410349770242973,0.02709811946958358,0.016406251428693345,0.012272340260563012,0.014930661293902373,0.02448370835724669,0.008254082929494132,0.01040774586824278,0.005903164433563928,0.0059980101367036725,0.007790752487802767,0.01021794503658908,0.00580220544638398,0.005971346676857065,0.0057817329741408135,0.00618967457199537,1
5_to_8,29,0,29,5,56,0.0077012768491629725,0.007259149717082983,0.027447415239268084,0.059832401645715495,0.05210186890197384,0.02615385362101489,0.015848339587615758,0.011877330861621266,0.014445523032346214,0.023698990172228446,0.007972161902559512,0.010045905835018621,0.0057869006922778915,0.005884656365945786,0.007519824001560334,0.009863251148812991,0.005689804275754075,0.005858758173797137,0.005669782266346214,0.006064105558126397,1
5_to_8,30,0,30,5,56,0.007440680836460847,0.0070080916930584675,0.02651222361783272,0.057781321484519595,0.0501692957998876,0.025243834257960035,0.015297355490402108,0.01148160229975076,0.01396483151454653,0.022916955661329966,0.0077012768491629725,0.009697593625869317,0.005674676982460436,0.0057751374451726,0.007259149717082983,0.009521816701687067,0.005581385807452667,0.005750039639114954,0.005561856136250164,0.0059432027298103995,1
5_to_8,31,0,31,5,56,0.007189745332757971,0.006766108542175714,0.025612096005081703,0.05580176258126963,0.04830343657040178,0.02436637379010083,0.014756011144772057,0.011088386907478251,0.01349120841083047,0.022143046422841737,0.007440680836460846,0.00936242147107534,0.0055664785770870645,0.005669448177382839,0.007008091693058469,0.009193269525013543,0.00547691886303334,0.005645173312524075,0.00545791245915946,0.0058268719254358,1
5_to_8,32,0,32,5,56,0.006947932089879731,0.006532732540224307,0.024745955144498892,0.05389104605264949,0.04650202655942124,0.023519971891311112,0.014226307553861723,0.01070015643367748,0.013026639460587422,0.021381393091360747,0.007189745332757973,0.00903999936707284,0.005462266378341925,0.005567558239498109,0.006766108542175713,0.008877231557955074,0.005376352658989628,0.005544118756086986,0.0053578914715437095,0.005715011461136521,1
5_to_8,33,0,33,5,56,0.0067147726714665325,0.006307553013969193,0.02391273064892742,0.05204663087970959,0.044762875520076136,0.022703276325414298,0.013709686445212617,0.010318777887948136,0.012572598101535748,0.020635083019752493,0.006947932089879729,0.008729935435097928,0.005361982837081924,0.005469418166096924,0.006532732540224307,0.008573320663913857,0.005279621544423628,0.0054468183899204405,0.005261720166810944,0.005607513402882009,1
5_to_8,34,0,34,5,56,0.006489853404724643,0.006090204167694363,0.02311136575717292,0.05026609978409256,0.04308386569121737,0.02191505411995,0.013207150375300812,0.009945638156916107,0.012130146625353843,0.01990637473278726,0.0067147726714665325,0.008431837358891643,0.005265556532145399,0.00537496400534979,0.006307553013969192,0.008281152965571885,0.0051866486858047865,0.005353201780161561,0.005169315697098362,0.005504264916383311,1
5_to_8,35,0,35,5,56,0.006272804208347898,0.005880356071129259,0.022340822492991037,0.04854714799359113,0.04146295027509176,0.021154170106345446,0.012719357834692135,0.009581743598471516,0.011700018698331437,0.019196869713593984,0.006489853404724644,0.008145314241680105,0.005172905716076255,0.005284120945223191,0.006090204167694364,0.008000345244157107,0.005097348937028984,0.005263188963618673,0.005080588009377721,0.005405149549897237,1
5_to_8,36,0,36,5,56,0.006063290213249687,0.0056777079171723595,0.021600085506105933,0.046887574112885425,0.03989815206115033,0.020419570747825622,0.012246698580029988,0.009227799612355382,0.011282686503079838,0.01850764998843729,0.0062728042083479,0.007869978509991883,0.005083941063863449,0.005196806141057794,0.005880356071129257,0.0077305171618432065,0.00501163107888038,0.005176693028676823,0.004995441891679744,0.005310048382523397,1
5_to_8,37,0,37,5,56,0.00586100541269195,0.005481982923140982,0.02088816483771194,0.0452852725496046,0.03838756206065279,0.01971027179685867,0.011789353314752655,0.008884274196806836,0.010878415237385607,0.017839388293619807,0.006063290213249689,0.007605447667570612,0.00499856780710127,0.005112930923549524,0.0056777079171723595,0.007471293194918636,0.004929399570131562,0.0050936221218078614,0.004913778564730708,0.005218841014766349,1
5_to_8,38,0,38,5,56,0.005665667800055903,0.005292924432604611,0.020204097816243324,0.043738227107010925,0.0369293380879023,0.01902534875215184,0.011347340973437769,0.008551448702901723,0.01048730725228816,0.01719243625926723,0.005861005412691948,0.007351345808023406,0.00491668739410833,0.005032402525759183,0.005481982923140984,0.007222304240326705,0.00485055592016447,0.0050138810102371804,0.004835496923083115,0.005131406402137996,1
5_to_8,39,0,39,5,56,0.005477015606873954,0.0051102929021915825,0.01954695025539831,0.04224450546605983,0.03552170326569353,0.018363929382240872,0.010920556179934867,0.008229458353971713,0.01010933772247413,0.016566894964917617,0.0056656678000559,0.0071073048562619034,0.004838198784248636,0.004955125436475197,0.005292924432604612,0.006983188899925783,0.004774999768011012,0.004937372301388779,0.00476049450580085,0.005047623544570711,1
5_to_8,40,0,40,5,56,0.005294804361905191,0.004933863546713833,0.018915817096495438,0.040802254357141035,0.03416294445591601,0.01772518778992473,0.010508798912332779,0.007918324582948718,0.009744383411614183,0.015962671356224072,0.005477015606873954,0.00687296554300306,0.0047629994598118374,0.004881002463025898,0.0051102929021915825,0.006753594468329928,0.004702629733422315,0.004863997396661338,0.004688668258279152,0.004967372049427454,1
5_to_8,41,0,41,5,56,0.005118804568320896,0.004763424478495121,0.018309822611490646,0.039409695276117554,0.03285141062830693,0.017108339637258465,0.010111797981896471,0.007617980826546844,0.009392245818426919,0.01537952332023424,0.00529480436190519,0.006647978134213829,0.0046909862196394675,0.004809935567888949,0.004933863546713834,0.006533177659647099,0.004633344090674846,0.004793657239312179,0.004619915132558714,0.00489053258700556,1
5_to_8,42,0,42,5,56,0.00494879985025481,0.004598775221063255,0.017728120261241435,0.03806512063758335,0.03158551118560627,0.016512638253637028,0.009729229599617684,0.007328293086563986,0.009052669757180044,0.01481709566108202,0.005118804568320897,0.006432002945101395,0.004622055803914027,0.004741826528937861,0.0047634244784951225,0.0063216051109186875,0.004567041304309799,0.004726252902530703,0.004554132562551648,0.004816987256478795,1
5_to_8,43,0,43,5,56,0.004784585458756975,0.004439725508940841,0.017169892285515225,0.03676689028547837,0.03036371426468386,0.01593737142271404,0.009360732039390463,0.0070490763050795,0.008725358234948882,0.014274948774758262,0.004948799850254811,0.006224710670245451,0.004556105388149314,0.004676577461935157,0.004598775221063255,0.006118553698741825,0.004503620457097306,0.0046616860532274615,0.004491218842168777,0.004746619878306893,1
5_to_8,44,0,44,5,56,0.004625967055170022,0.0042860943079579186,0.016634349086365414,0.0355134283007005,0.029184545032361744,0.015381858696434164,0.009005917197565482,0.006780107389752087,0.00840998432894367,0.013752581465191118,0.004784585458756974,0.006025782560326724,0.004493032975645753,0.0046140912351860935,0.004439725508940842,0.005923710702320863,0.004442981593629181,0.004599859318928724,0.0044310734278480745,0.004679316226884069,1
5_to_8,45,0,45,5,56,0.004472759710297342,0.004137709006945267,0.016120728454384337,0.03430322005944071,0.02804658399273584,0.014845449122460264,0.00866437968488978,0.006521135558895618,0.0081062006369047,0.013249449059055665,0.004625967055170022,0.005834910473195356,0.004432737710910488,0.004554271799529471,0.0042860943079579186,0.0057367738421865285,0.00438502599760979,0.004540676578890379,0.0043735971819814975,0.004614964214944442,1
5_to_8,46,0,46,5,56,0.004324787072654294,0.003994404743665287,0.015628294677563888,0.03313480950624298,0.026948465320457665,0.014327519298989646,0.008335703954450796,0.006271890540603379,0.007813646766665246,0.012764977748485892,0.0044727597102973415,0.005651796823675585,0.004375120131322287,0.004497024451621224,0.004137709006945267,0.005557451219685246,0.004329656416783695,0.004484043195704818,0.004318692569882623,0.004553454039168003,1
5_to_8,47,0,47,5,56,0.0041818806701260074,0.00385602383666933,0.015156337564661188,0.03200679661335186,0.025888875232046443,0.013827471691335167,0.008019469867508908,0.006032089054791942,0.007531955243161758,0.012298575907263269,0.004324787072654293,0.005476154453055277,0.004320082370295207,0.004442256044418683,0.003994404743665288,0.0053854611784239816,0.00427677724624054,0.00442986619993899,0.004266263819968339,0.004494678294607481,1
5_to_8,48,0,48,5,56,0.004043879317576159,0.003722415301319447,0.01470417140874319,0.03091783500353146,0.024866550405060164,0.01334473315975477,0.0077152570159818145,0.005801439920642358,0.007260756140101538,0.011849642979821827,0.004181880670126007,0.005307706435942295,0.004267528322090883,0.004389875155636304,0.003856023836669328,0.005220532105326304,0.004226294678360891,0.0043780544374613815,0.004216217054541335,0.0044385320640088315,1
5_to_8,49,0,49,5,56,0.00391062860912435,0.003593434433107959,0.014271133911678663,0.029866629717761727,0.02388027645295948,0.01287875365930443,0.0074226480557495955,0.0055796480641093354,0.0069996806849665985,0.011417576424050795,0.00404387931757616,0.005146185839229543,0.004217363776036115,0.004339792222511762,0.003722415301319447,0.005062402185876283,0.004178116825753368,0.004328518686893824,0.00416846039680412,0.0043849129868100455,1
5_to_8,50,0,50,5,56,0.00378198047847929,0.0034689424450904806,0.013856585086511938,0.0288519351124175,0.022928886461776373,0.01242900508098916,0.00714123125316782,0.005366417645439057,0.0067483640388899205,0.011001777094733937,0.00391062860912435,0.004991335445342927,0.004169496526063456,0.004291919649339024,0.0035934344331079587,0.004910819125497177,0.004132153822056186,0.00428117175291357,0.004122904058388246,0.004333721311554498,1
5_to_8,51,0,51,5,56,0.0036577928142717746,0.0033488061490381475,0.013459906151683994,0.02787255287298919,0.022011259593248723,0.011994980209933713,0.00687060240626882,0.005161454483115671,0.006506447414364877,0.010601653378311275,0.00378198047847929,0.004842907449753516,0.00412383646007948,0.004246171892768862,0.003468942445090481,0.004765539846801929,0.0040883179043407205,0.0042359285398150875,0.00407946041065453,0.0042848599346115,1
5_to_8,52,0,52,5,56,0.003537929120057433,0.003232897672038806,0.013080498428787462,0.026927330133298722,0.021126319757872866,0.011576191781213399,0.006610366269217755,0.004964467915492294,0.006273579662728206,0.010216624329138103,0.0036577928142717746,0.004700663140894802,0.004080295632586578,0.0042024655287535625,0.0033488061490381475,0.004626330170620092,0.004046523479984167,0.004192706108731735,0.004038044042238008,0.004238234427429495,1
5_to_8,53,0,53,5,56,0.00342225821076117,0.0031210942019028283,0.012717782253806762,0.02601515769064368,0.020273034360320522,0.011172171617760419,0.006360137582942379,0.004775172213623933,0.006049418437675122,0.009846122007726063,0.003537929120057433,0.004564372569093816,0.00403878832316198,0.004160719304147415,0.0032328976720388067,0.004492964487194457,0.004006687180215702,0.004151423721145033,0.003998571804721736,0.004193753054025964,1
5_to_8,54,0,54,5,56,0.003310653938964915,0.0030132777559781776,0.012371195910481343,0.025134968308466184,0.019450413118825373,0.010782469837672247,0.006119541793934028,0.00459328763624741,0.0058336310210933915,0.00948959318310535,0.0034222582107611694,0.004433814209867861,0.003999231082776953,0.0041208541753106715,0.0031210942019028287,0.004365225422710425,0.003968727902038768,0.004112002870721139,0.0039609628478816826,0.004151326780016644,1
5_to_8,55,0,55,5,56,0.0032029949457093266,0.002909334968941574,0.012040194593431674,0.024285735099064103,0.018657506959418063,0.010406654120499119,0.005888215526703833,0.004418541199831495,0.005625894880391133,0.009146500528872423,0.0033106539389649143,0.004308774625908339,0.003961542769473224,0.004082793335557539,0.0030132777559781767,0.004242903505317284,0.0039325668398566774,0.004074367305067847,0.003925138645618591,0.004110869274182076,1
5_to_8,56,0,56,5,56,0.003099164431474758,0.002809156895875243,0.011724249407919475,0.02346646997959545,0.017893406985236587,0.010044309023833204,0.0056658068623943484,0.004250667222385014,0.0054258980133953215,0.008816323417683881,0.0032029949457093258,0.004189048131236748,0.003925644574568478,0.004046462232903448,0.002909334968941573,0.00412579683399071,0.0038981275078493,0.004038443038669557,0.003891023013453518,0.004072296903342834,1
5_to_8,57,0,57,5,56,0.002999049943787707,0.0027126388275122443,0.011422846412496874,0.022676222195214178,0.01715724352050882,0.00969503534287225,0.0054519754653534905,0.0040894076879722865,0.005233339125938503,0.008498558398281394,0.0030991644314747584,0.00407443646033884,0.0038914600403094413,0.004011788579274988,0.002809156895875243,0.004013710752928809,0.0038653357539453377,0.004004158358005892,0.0038585421182931413,0.0040355287211497086,1
5_to_8,58,0,58,5,56,0.002902543178517679,0.002619680114977263,0.011135485710273124,0.0219140769036466,0.016448185228151085,0.00935844950667471,0.005246392591095196,0.0039345124696227715,0.005047927678403295,0.008192719422602794,0.0029990499437877083,0.003964748444533456,0.003858915069709533,0.003978702352128118,0.0027126388275122443,0.003906457533644539,0.0038341197660879535,0.003971443819673263,0.0038276244810508966,0.004000486451277252,1
5_to_8,59,0,59,5,56,0.002809539792420047,0.0025301840016919873,0.010861680594035354,0.021179153815895378,0.015765438299194804,0.009034183005621053,0.00504874100248389,0.0037857394409741584,0.004869383830455862,0.007898337877366811,0.00290254317851768,0.0038597996973860596,0.003827937929179474,0.003947135789256734,0.0026196801149772626,0.003803856066486127,0.0038044100713883295,0.00394023224219143,0.0037982009726284303,0.003967094465429154,1
5_to_8,60,0,60,5,56,0.002719939224873869,0.0024440574603811845,0.010600956749959433,0.020470605888061568,0.015108245711387929,0.008721881845200003,0.004858714815567469,0.003642854500953927,0.004697438307470422,0.0076149624638224235,0.002809539792420046,0.003759412310612725,0.003798459244471762,0.003917023377453911,0.002530184001691987,0.003705731562965948,0.00377613952869083,0.003910458692077099,0.0037702048037082927,0.003935279756510668,1
5_to_8,61,0,61,5,56,0.0026336445270811887,0.0023612110333239454,0.010352851524102613,0.01978761805952306,0.014475886553254757,0.008421206021682916,0.004676019291843256,0.0035056315307446947,0.004531832207450164,0.007342158960715929,0.0027199392248738684,0.003663414561622765,0.003770411990401497,0.0038883018355996414,0.002444057460381184,0.0036119152699897942,0.003749243315026423,0.003882060464694871,0.0037435715087758372,0.0039049719072913685,1
5_to_8,62,0,62,5,56,0.0025505621972541277,0.002281558674161172,0.010116913255254073,0.019129406032902772,0.01386767540856493,0.00813182901556207,0.004500370590928382,0.003373852298886902,0.004372316763554586,0.007079509898614861,0.0026336445270811882,0.0035716406335970616,0.0037437314747696716,0.003860910092684764,0.002361211033323946,0.0035222441968343027,0.003723658906400314,0.003854977060344207,0.003718238924768849,0.003876103054863753,1
5_to_8,63,0,63,5,56,0.0024706020205318923,0.00220501758970907,0.009892700677016737,0.01849521509142449,0.013282961794477988,0.007853437298831211,0.0043314954942517145,0.003247306326816545,0.004218653074283447,0.00682661416812735,0.0025505621972541272,0.0034839303487907954,0.003718355316893235,0.003834789261233893,0.0022815586741611717,0.003436560855515672,0.0036993260533413255,0.0038291501560043383,0.003694147164743914,0.003848607851195609,1
5_to_8,64,0,64,5,56,0.002393676912553612,0.0021315080803506288,0.009679782391196915,0.017884318949389567,0.012721129644509499,0.007585729852294148,0.0041691311083996725,0.003125790724812,0.004070611810933605,0.006583086580006125,0.0024706020205318923,0.00340012891556441,0.0036942234211348787,0.003809882606556168,0.0022050175897090694,0.003354713015011449,0.0036761867516287884,0.003804523573133124,0.003671238586943844,0.003822423420072503,1
5_to_8,65,0,65,5,56,0.0023197027657737104,0.0020609533776940795,0.009477736413686967,0.017296018631625984,0.012181596824798156,0.007328417689110204,0.004013024555107022,0.0030091100064081225,0.003927972909970618,0.00634855739155574,0.002393676912553612,0.0033200866894884185,0.0036712779458195543,0.0037861355122268668,0.0021315080803506288,0.0032765534696386333,0.0036541852086060655,0.003781043241896011,0.003649457759649526,0.0037974893107293206,1
5_to_8,66,0,66,5,56,0.0022485982977515076,0.001993279478309716,0.009286149793052659,0.016729641377872476,0.01166381466884328,0.007081223380732799,0.003862932653140652,0.0028970758874849053,0.0037905252563894803,0.0061226718107972615,0.0023197027657737104,0.003243658948718735,0.003649463267923057,0.003763495442183917,0.0020609533776940795,0.003201939821743186,0.003633267805484646,0.003758657162187197,0.0036287514221986696,0.0037737474484731926,1
5_to_8,67,0,67,5,56,0.0021802849007833457,0.0019284149724940272,0.009104618300999814,0.016184539568172413,0.011167267511812158,0.00684388058127583,0.0037186215964124755,0.0027895070751155853,0.003658066362786246,0.005905089487408178,0.002248598297751507,0.0031707056837068995,0.003628725943916584,0.0037419118998069977,0.001993279478309716,0.0031307342787221027,0.003613383056038548,0.003737315361792287,0.0036090684425533134,0.0037511420826036863,1
