global_sweep,stage,stage_sweep,degree,n_terms,u_rmse,v_rmse,p_rmse,px_rmse,py_rmse,score,u_step,p_after_u_step,v_step,p_after_v_step,is_best
551,2,171,7,120,2.9144130082453355e-05,2.943842401719453e-05,0.006269216600513592,0.0007408469816993442,0.0007437163272880893,0.00020703888499839124,0.00012575464099567633,0.00020559321432605566,9.679261049648409e-05,0.00022394666184455465,1
552,2,172,7,120,2.912043972776794e-05,2.941059489114357e-05,0.0062692044939218925,0.000740069628192343,0.0007429025836500099,0.0002068282558031468,0.00012505614677884138,0.0002037412512650998,9.671255772870205e-05,0.00022391965313933493,1
553,2,173,7,120,2.9096855152947394e-05,2.9382915606481913e-05,0.006269192324492553,0.0007392936261264619,0.0007420899246238282,0.00020661812583445835,0.00012436346070987382,0.00020191058102698,9.663024234906279e-05,0.00022388523228697544,1
554,2,174,7,120,2.9073374398477076e-05,2.9355383540882437e-05,0.006269180092738316,0.0007385189642772504,0.000741278344663611,0.00020640848883344567,0.00012367653390862475,0.00020010098021525322,9.654573289535853e-05,0.0002238435814596543,1
555,2,175,7,120,2.9049995562455665e-05,2.9327996132898473e-05,0.0062691677991813044,0.0007377456316112775,0.0007404678383784597,0.00020619933869432788,0.00012299531876377548,0.0001983122301795035,9.645909624209621e-05,0.00022379487881226407,1
556,2,176,7,120,2.902671679856813e-05,2.93007508804887e-05,0.006269155444352325,0.0007369736172823463,0.000739658400527917,0.00020599066946008315,0.00012231976832262408,0.00019654411565281975,9.637039761653361e-05,0.0002237392984814163,1
557,2,177,7,120,2.9003536314178713e-05,2.9273645339556366e-05,0.006269143028790087,0.0007362029106278206,0.00073885002601701,0.00020578247531821814,0.00012164983580605613,0.0001947964236843987,9.62797006324313e-05,0.00022367701071683137,1
558,2,178,7,120,2.898045236845625e-05,2.924667712254819e-05,0.006269130553040608,0.000735433501164832,0.0007380427098915672,0.0002055747505966444,0.00012098547545683129,0.00019306894539170382,9.618706735609484e-05,0.0002236081820205861,1
559,2,179,7,120,2.895746327060295e-05,2.9219843897057133e-05,0.00626911801765653,0.0007346653785868231,0.0007372364473336221,0.0002053674897597046,0.00012032664233290084,0.00019136147549796725,9.60925582670494e-05,0.0002235329750166564,1
560,2,180,7,120,2.893456737815091e-05,2.9193143384491465e-05,0.006269105423196512,0.0007338985327599353,0.0007364312336572882,0.00020516068740436473,0.00011967329094975374,0.00018967380931043744,9.599623233378542e-05,0.00022345154873147307,1
561,2,181,7,120,2.8911763095297145e-05,2.916657335875646e-05,0.006269092770224681,0.0007331329537197047,0.0007356270643042389,0.000204954338256448,0.00011902537767071314,0.0001880057479193316,9.58981470622896e-05,0.00022336405856876202,1
562,2,182,7,120,2.888904887133688e-05,2.9140131644981414e-05,0.0062690800593100835,0.0007323686316676272,0.0007348239348396755,0.00020474843716704859,0.0001183828585523962,0.00018635709349339397,9.579835865606396e-05,0.00022327065681004922,1
563,2,183,7,120,2.886642319914204e-05,2.9113816118269455e-05,0.00626906729102616,0.0007316055569679514,0.000734021840948553,0.00020454297910906197,0.00011774569011778822,0.0001847276507791325,9.569692173309172e-05,0.00022317149184756304,1
564,2,184,7,120,2.8843884613685202e-05,2.9087624702488108e-05,0.0062690544659502615,0.000730843720144441,0.0007332207784314358,0.000204337959173761,0.00011711382999981485,0.00018311722867550513,9.559388962592867e-05,0.00022306670898192396,1
565,2,185,7,120,2.8821431690648015e-05,2.9061555369092472e-05,0.006269041584663194,0.0007300831118773282,0.0007324207432012809,0.0002041333725676014,0.00011648723540723525,0.00018152563667501892,9.5489314226176e-05,0.0002229564500208466,1
566,2,186,7,120,2.8799063045054078e-05,2.903560613595809e-05,0.006269028647748774,0.0007293237230002239,0.0007316217312791667,0.0002039292146089512,0.000115865864662072,0.00017995268827454441,9.538324629395475e-05,0.000222840853955251,1
567,2,187,7,120,2.87767773299736e-05,2.9009775066260968e-05,0.006269015655793429,0.0007285655444970634,0.0007308237387913586,0.00020372548072507678,0.00011524967651426225,0.0001783981994318649,9.527573521877932e-05,0.00022272005645207534,1
568,2,188,7,120,2.8754573235266593e-05,2.8984060267387596e-05,0.006269002609385787,0.000727808567499385,0.000730026761965724,0.00020352216644916511,0.00011463862947047284,0.00017686198702579684,9.516682906307843e-05,0.0002225941899709603,1
569,2,189,7,120,2.8732449486375856e-05,2.8958459889861764e-05,0.006268989509116316,0.0007270527832833406,0.0007292307971285552,0.0002033192674174272,0.0001140326831304724,0.00017534387178190996,9.50565748741682e-05,0.00022246338442500818,1
570,2,190,7,120,2.8710404843163318e-05,2.8932972126300418e-05,0.006268976355576979,0.0007262981832668659,0.0007284358407013542,0.00020311677936628574,0.00011343179704772337,0.00017384367572133622,9.494501826870542e-05,0.0002223277662925137,1
571,2,191,7,120,2.8688438098797715e-05,2.8907595210403005e-05,0.006268963149360902,0.0007255447590071237,0.0007276418891977718,0.0002029146981296903,0.00011283593116733952,0.00017236122308510933,9.48322039155951e-05,0.00022218745966958545,1
572,2,192,7,120,2.866654807866425e-05,2.8882327415955678e-05,0.0062689498910620395,0.0007247925021977127,0.0007268489392206884,0.00020271301963646003,0.00011224504594610252,0.00017089634057147396,9.471817521039052e-05,0.00022204258554434078,1
573,2,193,7,120,2.8644733639338535e-05,2.885716705586028e-05,0.006268936581274904,0.0007240414046660677,0.000726056987459278,0.0002025117399077334,0.00011165910256220669,0.0001694488577890682,9.460297459148596e-05,0.00022189326255187206,1
574,2,194,7,120,2.8622993667584854e-05,2.883211248121556e-05,0.006268923220594276,0.000723291458371066,0.000725266030686451,0.0002023108550545521,0.00011107806113709408,0.00016801860325764602,9.448664319039406e-05,0.00022173960612295663,1
575,2,195,7,120,2.860132707938348e-05,2.880716208037054e-05,0.006268909809614959,0.0007225426554003417,0.0007244760657558697,0.00020211036127537515,0.00011050188395039687,0.00016660541149209044,9.436922136357911e-05,0.00022158172974183564,1
576,2,196,7,120,2.8579732819010022e-05,2.8782314278041193e-05,0.006268896348931502,0.0007217949879679168,0.0007236870895995098,0.00020191025485379385,0.00010993053220452372,0.0001652091158253659,9.425074824102178e-05,0.00022141974388663585,1
577,2,197,7,120,2.855820985814338e-05,2.8757567534448096e-05,0.0062688828391379665,0.0007210484484118623,0.0007228990992252312,0.00020171053215630081,0.00010936396800665657,0.00016382955277099862,9.41312619950424e-05,0.000221253756672606,1
578,2,198,7,120,2.8536757194990047e-05,2.8732920344445804e-05,0.006268869280827747,0.0007203030291919423,0.0007221120917142193,0.00020151118963005203,0.00010880215370319913,0.0001624665605025396,9.401079981972278e-05,0.0002210838737509643,1
579,2,199,7,120,2.8515373853473695e-05,2.8708371236703705e-05,0.006268855674593317,0.0007195587228873334,0.0007213260642184965,0.00020131222380076038,0.00010824505171942772,0.00016111997846134072,9.38893980212466e-05,0.00022091019862668202,1
580,2,200,7,120,2.8494058882409523e-05,2.8683918772890714e-05,0.0062688420210260465,0.0007188155221943152,0.0007205410139590017,0.0002011136312706319,0.00010769262495443241,0.00015978964822881546,9.376709192071201e-05,0.00022073283229253452,1
581,2,201,7,120,2.8472811354746925e-05,2.865956154689254e-05,0.0062688283207160255,0.0007180734199242362,0.0007197569382229193,0.000200915408716355,0.00010714483669463334,0.0001584754132537081,9.364391598623024e-05,0.00022055187362980897,1
582,2,202,7,120,2.84516303668165e-05,2.8635298184033352e-05,0.006268814574251882,0.0007173324090012641,0.0007189738343619289,0.00020071755288716915,0.00010660165006641372,0.00015717711770741848,9.351990359149866e-05,0.00022036741885075628,1
583,2,203,7,120,2.843051503761555e-05,2.861112734032716e-05,0.006268800782220612,0.0007165924824603103,0.000718191699789923,0.00020052006060296604,0.00010606302892171667,0.0001558946083056588,9.339508768773264e-05,0.00022017956298545354,1
584,2,204,7,120,2.8409464508108466e-05,2.8587047701755024e-05,0.006268786945207443,0.0007158536334450683,0.0007174105319810084,0.00020032292875247118,0.0001055289367675123,0.0001546277320029112,9.326949992955024e-05,0.0002199883979273358,1
585,2,205,7,120,2.8388477940558813e-05,2.8563057983531392e-05,0.006268773063795686,0.0007151158552058445,0.0007166303284675827,0.00020012615429143292,0.00010499933824311624,0.00015337633913715859,9.314317134717312e-05,0.0002197940139634043,1
586,2,206,7,120,2.8367554517882985e-05,2.853915692942632e-05,0.006268759138566587,0.0007143791410977701,0.0007158510868385113,0.00019992973424093745,0.00010447419727464505,0.0001521402794449552,9.301613212598374e-05,0.00021959649925105173,1
587,2,207,7,120,2.834669344303226e-05,2.851534331106628e-05,0.006268745170099219,0.0007136434845787712,0.0007150728047371511,0.0001997336656856908,0.00010395347875193653,0.00015091940562597227,9.288841179279979e-05,0.00021939594028905495,1
588,2,208,7,120,2.8325893938373775e-05,2.8491615927294257e-05,0.006268731158970337,0.0007129088792076962,0.000714295479859669,0.00019953794577240458,0.00010343714735545173,0.00014971357078579848,9.276003896366713e-05,0.00021919242123642264,1
589,2,209,7,120,2.830515524512376e-05,2.8467973603501283e-05,0.006268717105754298,0.0007121753186425581,0.0007135191099533573,0.0001993425717082166,0.00010292516824453492,0.00014852262992033077,9.263104157872634e-05,0.00021898602462028049,1
590,2,210,7,120,2.8284476622784523e-05,2.8444415191006383e-05,0.006268703011022939,0.0007114427966385898,0.0007127436928148693,0.00019914754075913685,0.00010241750679407328,0.00014734643931057435,9.250144684411039e-05,0.00021877683103450302,1
591,2,211,7,120,2.8263857348594307e-05,2.84209395664427e-05,0.006268688875345473,0.0007107113070466514,0.0007119692262885692,0.00019895285024855907,0.00010191412821453731,0.00014618485566655586,9.237128117497622e-05,0.0002185649191282783,1
592,2,212,7,120,2.824329671700995e-05,2.8397545631145215e-05,0.006268674699288415,0.0007099808438113427,0.0007111957082652026,0.0001987584975558097,0.00010141499842244828,0.00014503773800649455,9.224057054846584e-05,0.00021835036631841088,1
593,2,213,7,120,2.8222794039195125e-05,2.8374232310583893e-05,0.006268660483415489,0.0007092514009694409,0.0007104231366800906,0.00019856448011473216,0.00010092008336716601,0.0001439049461445269,9.210933996142175e-05,0.00021813324764779782,1
594,2,214,7,120,2.820234864253654e-05,2.83509985537778e-05,0.006268646228287555,0.0007085229726481498,0.0007096515095119446,0.0001983707954123238,0.00010042934917223228,0.00014278634101790207,9.197761395304115e-05,0.00021791363692860263,1
595,2,215,7,120,2.8181959870166928e-05,2.8327843332739706e-05,0.006268631934462518,0.0007077955530634794,0.0007088808247811496,0.00019817744098736954,9.994276234795206e-05,0.00014168178506912218,9.18454163586143e-05,0.00021769160614262605,1
596,2,216,7,120,2.8161627080510494e-05,2.830476564193349e-05,0.0062686176024952765,0.0007070691365186849,0.000708111080548589,0.00019798441442917138,9.946028914016628e-05,0.00014059114088987916,9.171277034480043e-05,0.000217467225604101,1
597,2,217,7,120,2.8141349646843332e-05,2.828176449775352e-05,0.006268603232937676,0.0007063437174027657,0.000707342274914338,0.0001977917133763072,9.898189659487429e-05,0.0001395142734271846,9.157969857434317e-05,0.00021724056428657558,1
598,2,218,7,120,2.8121126956860322e-05,2.825883893798807e-05,0.006268588826338404,0.000705619290188849,0.0007065744060161135,0.00019759933551534464,9.850755142287043e-05,0.00013845104756111574,9.14462230427459e-05,0.00021701168945749836,1
599,2,219,7,120,2.810095841226787e-05,2.8235988021333523e-05,0.0062685743832429875,0.0007048958494326662,0.0007058074720284142,0.00019740727857970946,9.803722110816122e-05,0.00013740133041934458,9.13123650972998e-05,0.0002167806667226728,1
600,2,220,7,120,2.808084342838269e-05,2.8213210826882633e-05,0.006268559904193697,0.000704173389771247,0.0007050414711607677,0.0001972155403484668,9.757087290271403e-05,0.00013636498926648694,9.117814578855233e-05,0.00021654756085697318,1
601,2,221,7,120,2.8060781433744778e-05,2.8190506453661923e-05,0.0062685453897295415,0.0007034519059213242,0.0007042764016570447,0.0001970241186452436,9.710847407351328e-05,0.00013534189198578412,9.104358531581494e-05,0.00021631243446767952,1
602,2,222,7,120,2.8040771869747093e-05,2.816787402014929e-05,0.006268530840386189,0.0007027313926779668,0.0007035122617942276,0.00019683301133711583,9.664999263564327e-05,0.00013433190859914507,9.090870350000553e-05,0.00021607534916122278,1
603,2,223,7,120,2.8020814190270484e-05,2.814531266382848e-05,0.006268516256695971,0.0007020118449132474,0.0007027490498810242,0.00019664221633352614,9.619539653200542e-05,0.00013333490953015267,9.077351953833367e-05,0.00021583636495642813,1
604,2,224,7,120,2.8000907861335594e-05,2.812282154073137e-05,0.0062685016391878096,0.0007012932575749136,0.0007019867642569924,0.00019645173158525754,9.574465381404145e-05,0.00013235076596383087,9.0638052209331e-05,0.00021559554068787177,1
605,2,225,7,120,2.7981052360768596e-05,2.810039982501042e-05,0.006268486988387203,0.0007005756256849599,0.0007012254032915844,0.00019626155508343344,9.529773288876657e-05,0.00013137935034716823,9.05023197941197e-05,0.0002153529339263872,1
606,2,226,7,120,2.7961247177864343e-05,2.8078046708503467e-05,0.006268472304816205,0.0006998589443383726,0.000700464965383013,0.00019607168485850636,9.485460213909077e-05,0.00013042053560067805,9.036634006997615e-05,0.0002151086009091451,1
607,2,227,7,120,2.7941491813080938e-05,2.8055761400331254e-05,0.006268457588993384,0.0006991432087019168,0.0006997054489571825,0.00019588211897932214,9.441523036903592e-05,0.0001294741959658253,9.023013023306729e-05,0.0002148625963739758,1
608,2,228,7,120,2.7921785777725052e-05,2.80335431264897e-05,0.006268442841433805,0.0006984284140127534,0.0006989468524670406,0.00019569285555219416,9.397958651295637e-05,0.0001285402064796468,9.009370715586383e-05,0.00021461497414174726,1
609,2,229,7,120,2.7902128593662345e-05,2.801139112943792e-05,0.0062684280626490166,0.0006977145555773844,0.0006981891743913233,0.00019550389271997105,9.354763945574606e-05,0.0001276184425019199,8.99570873034653e-05,0.000214365786948575,1
610,2,230,7,120,2.7882519793014273e-05,2.7989304667746387e-05,0.006268413253147019,0.0006970016287703685,0.0006974324132339448,0.00019531522866119197,9.311935857059894e-05,0.00012670878085421794,8.982028641444249e-05,0.00021411508568854794,1
611,2,231,7,120,2.7862958917905992e-05,2.796728301568715e-05,0.006268398413432268,0.000696289629033163,0.0006966765675228481,0.00019512686158919425,9.269471318140392e-05,0.0001258110987136905,8.968332012261894e-05,0.00021386292086208127,1
612,2,232,7,120,2.7843445520168078e-05,2.7945325462885247e-05,0.006268383544005638,0.0006955785518729014,0.0006959216358095128,0.00019493878975129477,9.227367292504117e-05,0.0001249252742783411,8.95462035910976e-05,0.0002136093417146911,1
613,2,233,7,120,2.7823979161095532e-05,2.7923431313956952e-05,0.006268368645364437,0.0006948683928613795,0.0006951676166678795,0.00019475101142797842,9.185620779295275e-05,0.00012405118692125137,8.94089513283525e-05,0.00021335439584560726,1
614,2,234,7,120,2.780455941118942e-05,2.790159988815543e-05,0.006268353718002384,0.0006941591476338646,0.0006944145086936271,0.00019456352493209402,9.144228738113726e-05,0.0001231887155784032,8.927157771417152e-05,0.00021309813039635896,1
615,2,235,7,120,2.7785185849906505e-05,2.7879830519042267e-05,0.006268338762409592,0.0006934508118880545,0.0006936623105035065,0.00019437632860810488,9.103188232498367e-05,0.0001223377417098259,8.913409659918921e-05,0.0002128405911153632,1
616,2,236,7,120,2.776585806542318e-05,2.7858122554134375e-05,0.006268323779072587,0.0006927433813829641,0.0006929110207345022,0.00019418942083130415,9.06249626367875e-05,0.00012149814587449388,8.899652151109744e-05,0.00021258182288188927,1
617,2,237,7,120,2.7746575654413624e-05,2.7836475354597816e-05,0.006268308768474278,0.0006920368519379804,0.0006921606380430402,0.0001940028000071135,9.022149895572593e-05,0.00012066981025477395,8.885886561671465e-05,0.00021232186957022785,1
618,2,238,7,120,2.772733822181613e-05,2.781488829492031e-05,0.00626829373109397,0.0006913312194316954,0.0006914111611046585,0.00019381646457037184,8.982146184019661e-05,0.0001198526172447622,8.872114160730919e-05,0.0002120607738074986,1
619,2,239,7,120,2.7708145380626987e-05,2.779336076260255e-05,0.006268278667407375,0.0006906264798010366,0.0006906625886128591,0.00019363041298461908,8.94248222201192e-05,0.0001190464503460182,8.858336202348492e-05,0.00021179857774736077,1
620,2,240,7,120,2.7688996751678926e-05,2.7771892157861563e-05,0.0062682635778865785,0.0006899226290401873,0.0006899149192788082,0.00019344464374144,8.903155118631489e-05,0.00011825119369418759,8.844553893771807e-05,0.0002115353222738696,1
621,2,241,7,120,2.7669891963448027e-05,2.775048189333183e-05,0.006268248463000057,0.0006892196631996187,0.000689168151830513,0.00019325915535979302,8.864162005714791e-05,0.00011746673222398014,8.830768400642883e-05,0.00021127104717931212,1
622,2,242,7,120,2.7650830651846753e-05,2.7729129393774563e-05,0.006268233323212715,0.0006885175783852631,0.0006884222850123175,0.0001930739463853794,8.825500011224108e-05,0.00011669295113061715,8.816980869770483e-05,0.00021100579172373017,1
623,2,243,7,120,2.7631812460045283e-05,2.7707834095804186e-05,0.006268218158985832,0.0006878163707574383,0.0006876773175843484,0.00019288901539002814,8.787166300852615e-05,0.00011592973664443117,8.803192418061002e-05,0.0002107395942234432,1
624,2,244,7,120,2.7612837038274335e-05,2.7686595447603153e-05,0.0062682029707771,0.0006871160365300111,0.000686933248321706,0.0001927043609710492,8.749158044389162e-05,0.00011517697543107853,8.789404114340593e-05,0.00021047249185744772,1
625,2,245,7,120,2.759390404365282e-05,2.7665412908663753e-05,0.006268187759040618,0.0006864165719694828,0.000686190076014145,0.00019251998175067936,8.711472437399923e-05,0.00011443455492608707,8.775617021812514e-05,0.0002102045214191386,1
626,2,246,7,120,2.7575013140010702e-05,2.7644285949526696e-05,0.006268172524226933,0.0006857179733941213,0.0006854477994656051,0.00019233587637551005,8.674106701834221e-05,0.00011370236343550356,8.761832145370368e-05,0.00020993571832609177,1
627,2,247,7,120,2.755616399771515e-05,2.76232140515202e-05,0.006268157266782998,0.0006850202371730501,0.0006847064174933588,0.00019215204351587625,8.637058055786682e-05,0.00011298028942736297,8.748050487785352e-05,0.00020966611770334884,1
628,2,248,7,120,2.7537356293514427e-05,2.7602196706513008e-05,0.006268141987152205,0.0006843233597254553,0.000683965928927776,0.00019196848186535056,8.600323758394676e-05,0.00011226822251023043,8.734272996910599e-05,0.00020939575334680662,1
629,2,249,7,120,2.7518589710378046e-05,2.758123341667444e-05,0.006268126685774403,0.0006836273375197709,0.0006832263326118365,0.00019178519014021323,8.563901052583984e-05,0.00011156605225477484,8.720500623972296e-05,0.0002091246589415147,1
630,3,0,8,165,2.7957112812443096e-05,2.6207865769437863e-05,0.0062676997745184536,0.0006747600426874884,0.0006741341970812659,0.00018905440255875637,0.0018826937861549902,0.022940754973265635,0.007975122181738924,0.020297859613910823,1
631,3,1,8,165,2.4321822783039847e-05,2.390278655746174e-05,0.006268340891070053,0.000673802628703215,0.0006728849922235484,0.00018289337143317794,0.007515280508310592,0.019119642072183987,0.007584208371639275,0.019299109530481067,1
632,3,2,8,165,2.286722254033736e-05,2.2824608080657398e-05,0.006268592266379825,0.0006731523237633379,0.000671816168543207,0.00018018867985164928,0.007279738605216953,0.01897942780892061,0.00752807068879151,0.019166358779376294,1
633,3,3,8,165,2.2147508697255445e-05,2.226395068752224e-05,0.006268691908064482,0.000672506063170517,0.0006708633077697681,0.00017874839647880622,0.007174728623204206,0.01880102831450763,0.0074982906910253935,0.019093763779204874,1
634,3,4,8,165,2.1741455108238236e-05,2.192291423740397e-05,0.006268736112149547,0.0006718453105127461,0.0006699948050937425,0.00017784838090629108,0.00709539625916135,0.018618756672773105,0.007462413420164836,0.018994639555726226,1
635,3,5,8,165,2.147554306221496e-05,2.1677914634333023e-05,0.00626876054875393,0.0006711754998982664,0.0006691875981891751,0.00017718976750529214,0.007024369726971618,0.01843812685003317,0.007417755760499699,0.01886694675521628,1
636,3,6,8,165,2.1274123725643537e-05,2.147740069141038e-05,0.006268778059302576,0.0006705025940070967,0.0006684251141650285,0.00017664429523426645,0.006957447591132605,0.018262156204552682,0.007365281519245068,0.018717887877839505,1
637,3,7,8,165,2.1103835249668347e-05,2.129961283331531e-05,0.006268792723093641,0.0006698307957832516,0.0006676957617428819,0.00017615610383559703,0.006893640156010594,0.018092993853370466,0.0073064855484078935,0.018553667074690083,1
638,3,8,8,165,2.0949784484152744e-05,2.1135100022603058e-05,0.006268805444043499,0.0006691627837911047,0.0006669915387181199,0.00017570031675767826,0.006832648993681665,0.017931397804337067,0.007242818586254372,0.0183789123918544,1
639,3,9,8,165,2.080516627738446e-05,2.0979520278832393e-05,0.006268816157732048,0.0006685001675627237,0.0006663069448307425,0.0001752653977955635,0.006774180856156822,0.01777699097655217,0.00717556028547574,0.01819710963678784,1
640,3,10,8,165,2.0666739168622657e-05,2.08306798283022e-05,0.006268824644729756,0.0006678438525932611,0.0006656381953591113,0.0001748456237921621,0.006717853726214375,0.017628779765804965,0.0071057944880642526,0.018010930376721954,1
641,3,11,8,165,2.053285150029256e-05,2.0687314859333413e-05,0.006268830781745293,0.0006671942968574798,0.000664982671327058,0.00017443786317807974,0.006663248620169335,0.017485565381567526,0.007034414112595256,0.01782242919238627,1
642,3,12,8,165,2.0402577703481436e-05,2.054858902552584e-05,0.006268834581334338,0.0006665516826316674,0.0006643385421319865,0.00017404018920537265,0.006609964945061109,0.017346182139068436,0.006962137233062622,0.017633172896785697,1
643,3,13,8,165,2.0275338309854972e-05,2.04138842128042e-05,0.006268836163895422,0.0006659160282971729,0.000663704509466397,0.00017365127629901615,0.0065576555034069645,0.017209617300819605,0.0068895302985861944,0.017444342905549425,1
644,3,14,8,165,2.015073103185386e-05,2.028271101142048e-05,0.006268835717159887,0.0006652872593385223,0.0006630796347893066,0.00017327013145605725,0.006506036635507382,0.017075043845071233,0.006817028604915808,0.017256808232007575,1
645,3,15,8,165,2.0028453991077244e-05,2.0154667797386088e-05,0.006268833461628052,0.0006646652523505039,0.0006624632236000078,0.00017289596938351452,0.006454887776105683,0.0169418184475641,0.00674495980628752,0.017071194212305567,1
646,3,16,8,165,1.9908269244215295e-05,2.0029419623444974e-05,0.006268829626002857,0.000664049861583411,0.0006618547479452179,0.00017252814982052317,0.006404045789814682,0.016809463792189016,0.006673563360956632,0.016887934259798003,1
647,3,17,8,165,1.9789984094842948e-05,1.9906685349981914e-05,0.006268824431653997,0.0006634409343654717,0.0006612537945403102,0.00017216614233540306,0.006353393068138848,0.016677634580133778,0.006603009016064814,0.01670731553522163,1
648,3,18,8,165,1.9673440323726543e-05,1.978622848309793e-05,0.006268818083867169,0.000662838319648808,0.0006606600299512858,0.00017180950376683387,0.006302851648863293,0.016546099299840057,0.0065334108947473265,0.016529511633013395,1
649,3,19,8,165,1.9558507196098537e-05,1.9667849917801058e-05,0.006268810767719872,0.0006622418723290105,0.0006600731771638919,0.00017145786206318987,0.006252371526744943,0.016414707521052764,0.006464841226890552,0.016354613635819398,1
650,3,20,8,165,1.9445076339407805e-05,1.9551381917422292e-05,0.006268802646892884,0.0006616514550985946,0.000659492999714554,0.00017111090373814498,0.00620192616716072,0.016283376231421873,0.006397339639532836,0.01618264980897815,1
651,3,21,8,165,1.9333057756832333e-05,1.9436683017041923e-05,0.006268793864213835,0.0006610669388799786,0.0006589192908755072,0.00017076836374942285,0.006151504619482451,0.016152067771615403,0.006330921728085441,0.016013603725299155,1
652,3,22,8,165,1.9222376551677514e-05,1.932363369469957e-05,0.006268784543136279,0.0006604882025203129,0.0006583518662186621,0.00017043001712027458,0.006101109278258456,0.016020782770506604,0.006265586053385173,0.01584742882706448,1
653,3,23,8,165,1.9112970246993404e-05,1.9212132726471034e-05,0.006268774789639839,0.0006599151321099316,0.0006577905584348439,0.00017009567202794202,0.006050749766368281,0.015889543313720098,0.006201318144557602,0.01568405586007097,1
654,3,24,8,165,1.9004786547349824e-05,1.910209411246745e-05,0.0062687646942497025,0.0006593476201668443,0.0006572352136860879,0.0001697651640451105,0.006000441031791571,0.015758387270894864,0.006138095099821351,0.015523402293571605,1
655,3,25,8,165,1.8897781461848196e-05,1.8993444500371934e-05,0.006268754333997139,0.0006587855648400005,0.0006566856889987937,0.00016943835134609957,0.0059502027475979765,0.01562736610492569,0.006075888817028344,0.015365378687239764,1
656,3,26,8,165,1.8791917774433613e-05,1.8886121050157703e-05,0.006268743774231134,0.0006582288691431068,0.0006561418503509747,0.00016911511077399947,0.00590005570535032,0.015496535153002715,0.006014667130617828,0.015209890110057698,1
657,3,27,8,165,1.8687163765242726e-05,1.8780069649918818e-05,0.0062687330702422325,0.0006576774402926952,0.0006556035712592395,0.000168795334570355,0.005850022201261183,0.015365954281026955,0.0059543962906966315,0.01505684127616344,1
658,3,28,8,165,1.858349218846924e-05,1.8675243436945166e-05,0.006268722268689851,0.0006571311891136,0.0006550707317098582,0.0001684789277077602,0.005800123031582055,0.015235679878560669,0.005895042098901994,0.014906138521170014,1
659,3,29,8,165,1.848087939662817e-05,1.857160158139052e-05,0.006268711408839545,0.0006565900295741924,0.000654543217317459,0.00016816580566718383,0.00575038025485558,0.015105771794502837,0.0058365700886142645,0.01475768956107371,1
660,3,30,8,165,1.8379304651505637e-05,1.8469108268741193e-05,0.00626870052362826,0.0006560538783784314,0.0006540209186759155,0.0001678558926256815,0.005700814598227727,0.014976286545234562,0.005778947134225152,0.014611407036211482,1
661,3,31,8,165,1.8278749567845103e-05,1.836773186738675e-05,0.0062686896405756065,0.0006555226546245692,0.0006535037308238044,0.00016754911998006925,0.005651445061769447,0.014847276184459579,0.00572214108154235,0.0144672071667693,1
662,3,32,8,165,1.817919765935042e-05,1.8267444240086364e-05,0.006268678782561144,0.0006549962795293497,0.0006529915528087417,0.00016724542513324594,0.005602289143322323,0.014718788826729664,0.005666121127696985,0.01432501040233699,1
663,3,33,8,165,1.808063396525777e-05,1.816822017364229e-05,0.006268667968485571,0.0006544746762096208,0.000652484287322485,0.00016694475049211063,0.005553363342121615,0.014590869898502026,0.005610858078193429,0.014184741844209791,1
664,3,34,8,165,1.798304474867863e-05,1.8070036904488642e-05,0.006268657213837511,0.0006539577695038508,0.0006519818403961171,0.00016664704264316406,0.005504683111821974,0.014463562001382563,0.005556324645778744,0.014046331826084472,1
665,3,35,8,165,1.7886417262303852e-05,1.7972873733644036e-05,0.0062686465311729165,0.0006534454858214416,0.0006514841211303777,0.00016635225169112983,0.005456262230907029,0.014336903267220404,0.005502494863231648,0.013909714299107779,1
666,3,36,8,165,1.7790739568935153e-05,1.7876711702196278e-05,0.006268635930527097,0.0006529377530075509,0.0006509910414705187,0.0001660603307189384,0.005408112253540308,0.014210925939647992,0.005449344570775821,0.013774827970451863,1
667,3,37,8,165,1.7696000365580146e-05,1.778153332490151e-05,0.006268625419766236,0.0006524345002710771,0.0006505025160028232,0.00016577123531787168,0.005360245259955012,0.014085663447345626,0.005396851130801414,0.013641615513615852,1
668,3,38,8,165,1.7602188882376962e-05,1.7687322367040748e-05,0.006268615004889771,0.0006519356580794413,0.000650018461782201,0.00016548492323558193,0.005312670542527623,0.013961141892117933,0.005344993551179668,0.013510023832343057,1
669,3,39,8,165,1.7509294780699932e-05,1.7594063667182025e-05,0.0062686046902902266,0.0006514411580955166,0.0006495387981663575,0.00016520135407406937,0.005265396661167316,0.013837385333042655,0.005293751741716766,0.01338000213678426,1
670,3,40,8,165,1.7417308069746328e-05,1.7501742976272957e-05,0.006268594478976204,0.0006509509331318817,0.0006490634466860954,0.000164920489027817,0.005218431674504772,0.013714416384247722,0.005243107566240164,0.013251504594310431,1
671,3,41,8,165,1.732621905793842e-05,1.7410346831389374e-05,0.006268584372767145,0.0006504649170880645,0.0006485923309209622,0.00016464229069023049,0.00517178173911032,0.013592252630315505,0.005193044043554554,0.013124488283048002,1
672,3,42,8,165,1.7236018285859466e-05,1.7319862458064667e-05,0.006268574372460135,0.0006499830449363176,0.0006481253763712623,0.00016436672287468214,0.005125453626324292,0.013470913099752813,0.005143544663320243,0.012998911445830262,1
