global_sweep,phase,phase_index,phase_sweep,degree_min,degree_max,active_terms,cumulative_terms,u_rmse,v_rmse,p_rmse,px_rmse,py_rmse,score,u_step,p_after_u_step,v_step,p_after_v_step,sweep_seconds,elapsed_seconds,is_best
220,window,1,90,1,6,83,84,0.00012485220916933957,0.00013968579760084297,0.0062755248676115245,0.0016349608229023907,0.001473779867599743,0.0005754120758203959,0.00028342552164348017,0.00031193786485777197,0.0005746717371217147,0.0010196903420624315,50.582660814980045,7458.220993570983,1
221,window,1,91,1,6,83,84,0.00012439748921706488,0.0001391823176559486,0.006275200364735101,0.0016274807891538687,0.0014682663756946878,0.0005731545233578692,0.00028538570448394127,0.0003184359639449576,0.0005609328054255082,0.0009944185266385988,50.58535025594756,7508.806518855039,1
222,window,1,92,1,6,83,84,0.00012395427586558543,0.00013869040620400022,0.006274880779241868,0.00162007745418954,0.001462815214793438,0.0005709339489678835,0.00028726989473101583,0.00032476590708511706,0.0005474367172367674,0.0009695878334751008,50.570396511116996,7559.377078034915,1
223,window,1,93,1,6,83,84,0.00012352220156939015,0.00013820974463961912,0.006274566013530579,0.0016127493938078948,0.0014574247553893987,0.0005687493611287386,0.00028908009371215673,0.000330931142569061,0.0005341799190842053,0.0009451915064712029,50.543731411919,7609.920974852983,1
224,window,1,94,1,6,83,84,0.0001231009123819188,0.00013774002400252235,0.006274255972008668,0.0016054952231522829,0.0014520934161655773,0.0005665998003162272,0.0002908182566988771,0.0003369350838997816,0.000521158868477316,0.0009212227951313981,50.54789855098352,7660.4690346799325,1
225,window,1,95,1,6,83,84,0.00012269006738902235,0.00013728094467654658,0.006273950561053022,0.0015983135949750415,0.0014468196625365814,0.0005644843378167313,0.00029248629086363754,0.0003427810954243992,0.0005083700418300576,0.0008976749687603871,50.550737891113386,7711.019935775083,1
226,window,1,96,1,6,83,84,0.0001222893381688419,0.00013683221609695793,0.0062736496889718605,0.001591203198015969,0.0014416020052370852,0.0005624020745911053,0.00029408605404871227,0.00034847248225762056,0.0004958099414286666,0.000874541328804582,50.55285359895788,7761.572950270958,1
227,window,1,97,1,6,83,84,0.00012189840827665287,0.00013639355646592928,0.006273353265967521,0.0015841627554861893,0.0014364389989569054,0.0005603521401868917,0.0002956193542597245,0.0003540124836457874,0.00048347510178105215,0.0008518152199718826,50.550021634902805,7812.123131951084,1
228,window,1,98,1,6,83,84,0.00012151697275333121,0.00013596469247611343,0.006273061204100049,0.0015771910236488645,0.0014313292410188866,0.0005583336916962197,0.0002970879496753144,0.0003594042688232661,0.00047136209518751777,0.0008294900398145887,50.547839367063716,7862.671139504993,1
229,window,1,99,1,6,83,84,0.00012114473765624815,0.00013554535904220243,0.006272773417251592,0.0015702867904887727,0.0014262713700996911,0.000556345912757297,0.00029849354906006086,0.0003646509347404282,0.00045946753678288287,0.0008075592472473699,50.5753252140712,7913.246661138022,1
230,window,1,100,1,6,83,84,0.00012078141961134076,0.00013513529904034195,0.006272489821091516,0.001563448874464079,0.0014212640649906435,0.000554388012597155,0.00029983781253488666,0.00036975550529609754,0.00044778808901292655,0.000786016369917711,50.565569411963224,7963.812395372894,1
231,window,1,101,1,6,83,84,0.0001204267453853578,0.000134734263055287,0.006272210333042133,0.0015566761233337784,0.0014163060433982097,0.0005524592251138437,0.00030112235252445274,0.00037472093149243103,0.0004363204657414296,0.0007648550107909617,50.5697626019828,8014.382321095094,1
232,window,1,102,1,6,83,84,0.00012008045147721645,0.00013434200913516847,0.006271934872245056,0.0015499674130546126,0.0014113960607817307,0.0005505588079960193,0.0003023487349221806,0.0003795500924303418,0.0004250614358451149,0.0007440688536743241,50.5350820380263,8064.917567329947,1
233,window,1,103,1,6,83,84,0.0001197422837275322,0.00013395830255372547,0.006271663359528159,0.0015433216467426291,0.0014065329092279534,0.000548686041878316,0.00030351848030675695,0.0003842457967119614,0.00041400782661499833,0.000723651668269858,50.56214656494558,8115.479880007915,1
234,window,1,104,1,6,83,84,0.00011941199694541614,0.00013358291557986513,0.006271395717373039,0.001536737753694104,0.0014017154163604752,0.0005468402295307393,0.00030463306537487924,0.0003888107844735564,0.00040315652675584484,0.0007035973143536961,50.66981450887397,8166.149857785087,1
235,window,1,105,1,6,83,84,0.00011908935455170168,0.00013321562725439602,0.0062711318698830424,0.0015302146884613212,0.0013969424442832048,0.0005450206950805503,0.0003056939242427382,0.0003932477292964241,0.00039250448920535354,0.0006838997454837915,50.55890665203333,8216.70892976108,1
236,window,1,106,1,6,83,84,0.00011877412823780931,0.0001328562231737629,0.006270871742751755,0.0015237514299796646,0.0013922128885563909,0.0005432267832651777,0.0003067024498835491,0.0003975592404964326,0.0003820487338483834,0.0006645530123793907,50.557688559172675,8267.266778138,1
237,window,1,107,1,6,83,84,0.00011846609763949011,0.00013250449528066907,0.006270615263232034,0.001517346980741504,0.001387525677204694,0.0005414578587147789,0.00030765999552880696,0.00040174786539387905,0.00037178634989902364,0.0006455512655126921,50.54403894604184,8317.810978574911,1
238,window,1,108,1,6,83,84,0.00011816505002475488,0.00013216024166135565,0.006270362360105436,0.0015110003660138746,0.0013828797697550165,0.0005397133052629996,0.0003085678761155915,0.0004058160917127274,0.0003617144984086846,0.0006268887577788322,50.574287054128945,8368.385429677088,1
239,window,1,109,1,6,83,84,0.00011787077999528426,0.00013182326634943642,0.0062701129636521715,0.0015047106330967602,0.0013782741563049868,0.0005379925252848954,0.00030942736959738555,0.00040976634974490317,0.000351830414569726,0.0006085598465980229,50.52758715604432,8418.913210469997,1
240,window,1,110,1,6,83,84,0.00011758308920073328,0.00013149337913608036,0.006269867005621503,0.001498476850619121,0.001373707856618856,0.0005362949390606114,0.0003102397183053487,0.0004136010146003582,0.00034213141005711334,0.0005905589958954796,50.580921216867864,8469.494314969983,1
241,window,1,111,1,6,83,84,0.00011730178606529438,0.00013117039538638263,0.006269624419202579,0.0014922981078701442,0.001369179919251592,0.0005346199841638506,0.00031100613021123964,0.0004173224082896661,0.00033261487538877553,0.0005728807778993713,50.56415801984258,8520.058639369905,1
242,window,1,112,1,6,83,84,0.00011702668552595846,0.00013085413586176662,0.006269385138995693,0.0014861735141624187,0.0013646894206997245,0.0005329671148739394,0.0003117277802894062,0.00042093280198052626,0.00032327828238147116,0.0005555198748956536,50.538107498083264,8570.59691556287,1
243,window,1,113,1,6,83,84,0.00011675760878194084,0.00013054442654823262,0.00626914910098404,0.00148010219822632,0.0013602354645775004,0.0005313358016105556,0.0003124058115881688,0.0004244344176864976,0.0003141191866303665,0.0005384710807732849,50.58161704195663,8621.17869382305,1
244,window,1,114,1,6,83,84,0.00011649438305473703,0.00013024109849028948,0.006268916242505833,0.0014740833076323661,0.0013558171808185691,0.00052972553039012,0.00031304133641470855,0.0004278294301688685,0.0003051352302495881,0.0005217293027982654,50.55620787804946,8671.735063277883,1
245,window,1,115,1,6,83,84,0.00011623684135835766,0.00012994398763041456,0.006268686502226896,0.0014681160082398404,0.0013514337249012538,0.0005281358023028816,0.00031363543757069093,0.000431119968930364,0.00029632414469578274,0.0005052895632537932,50.56885306490585,8722.304078941932,1
246,window,1,116,1,6,83,84,0.00011598482227924698,0.00012965293465384058,0.00626845982011372,0.0014621994836704253,0.0013470842770975007,0.0005265661330098802,0.00031418916922200147,0.0004343081194871048,0.00028768375389435873,0.000489147001344428,50.593285109847784,8772.897528688889,1
247,window,1,117,1,6,83,84,0.0001157381697654435,0.0001293677848385604,0.006268236137406873,0.0014563329348049,0.001342768041744448,0.0005250160522589388,0.00031470355803097115,0.0004373959251428866,0.0002792119775929779,0.00047329687520590303,50.55490810610354,8823.452602087986,1
248,window,1,118,1,6,83,84,0.00011549673292459552,0.00012908838791033267,0.006268015396594881,0.0014505155793012711,0.0013384842465377338,0.0005234851034188287,0.0003151796041092141,0.0004403853884222851,0.0002709068350839482,0.00045773456425917937,50.56830167211592,8874.02106875088,1
249,window,1,119,1,6,83,84,0.00011526036583040066,0.00012881459790256298,0.0062677975413885445,0.0014447466511335535,0.0013342321418459279,0.0005219728430309118,0.00031561828186349965,0.000443278472274684,0.00026276644926926404,0.00044245557185888687,50.58712251507677,8924.608355950098,1
250,window,1,120,1,6,83,84,0.00011502892733708812,0.0001285462730208931,0.006267582516695639,0.001439025400149058,0.0013300110000456268,0.0005204788403774497,0.00031602054096203507,0.000446077101521055,0.0002547890511758708,0.0004274555284095089,50.60485075390898,8975.213366586948,1
251,window,1,121,1,6,83,84,0.00011480228090163724,0.00012828327551235051,0.006267370268596073,0.0014333510916441031,0.0013258201148763455,0.0005190026770660326,0.0003163873071294398,0.00044878316396952363,0.00024697298494482707,0.00041273019500208364,50.56117005716078,9025.774699758971,1
252,window,1,122,1,6,83,84,0.00011458029441328884,0.00012802547153889827,0.00626716074431748,0.0014277230059562198,0.0013216588008144068,0.0005175439466292497,0.0003167194829071249,0.0004513985114563244,0.0002393167133807685,0.00039827546772823246,50.54048322397284,9076.315343603957,1
253,window,1,123,1,6,83,84,0.00011436284003011979,0.00012777273105525467,0.006266953892211183,0.001422140438072162,0.0013175263924657113,0.0005161022541391618,0.00031701794844045796,0.0004539249609535749,0.00023181882412698476,0.0003840873828104267,50.57997147995047,9126.895478687948,1
254,window,1,124,1,6,83,84,0.00011414979402231735,0.000127524927690809,0.006266749661728597,0.001416602697250983,0.00131342224397648,0.0005146772158358727,0.00031728356221228185,0.0004563642955649322,0.0002244780365041983,0.0003701621226540958,50.55025568883866,9177.44589497894,1
255,window,1,125,1,6,83,84,0.00011394103662185053,0.000127281938635546,0.006266548003398077,0.0014111091066610051,0.0013093457284612704,0.0005132684587696242,0.0003175171616746402,0.00045871826533653204,0.00021729320914767758,0.00035649602312660034,50.55766142089851,9228.003719959874,1
256,window,1,126,1,6,83,84,0.00011373645187828178,0.00012704364452977886,0.006266348868802126,0.001405659003030168,0.0013052962374481016,0.0005118756204558876,0.00031771956391243476,0.0004609885881347875,0.0002102633484528803,0.00034308558216707786,50.57543961587362,9278.57932431507,1
257,window,1,127,1,6,83,84,0.00011353592752043516,0.00012680992935761322,0.006266152210555068,0.0014002517363088146,0.0013012731803397402,0.0005104983485429039,0.00031789156634731285,0.0004631769506071832,0.0002033876179794251,0.0003299274701513446,50.68048656010069,9329.259972757893,1
258,window,1,128,1,6,83,84,0.00011333935482365966,0.000126580680343987,0.006265957982281105,0.001394886669344565,0.00129727598389126,0.0005091363004912292,0.00031803394716493265,0.00046528500862226985,0.0001966653488252128,0.0003170185422003396,50.575145130977035,9379.835281926906,1
259,window,1,129,1,6,83,84,0.00011314662848244603,0.0001263557878551603,0.0062657661385927535,0.001389563177567848,0.0012933040917023789,0.000507789143264629,0.00031814746610255734,0.0004673143884024255,0.00019009605115913357,0.0003043558530891469,50.55849116994068,9430.393948121928,1
260,window,1,130,1,6,83,84,0.0001129576464881533,0.00012613514530254472,0.00626557663506973,0.0013842806486890522,0.0012893569637252877,0.0005064565530321321,0.00031823286470333584,0.00046926668665176315,0.00018367942685095805,0.0002919366749780437,50.54035574407317,9480.93446498597,1
261,window,1,131,1,6,83,84,0.00011277231001164901,0.0001259186490497551,0.006265389428238201,0.001379038482404674,0.00128543407578661,0.0005051382148805326,0.0003182908671326012,0.0004711434717619857,0.00017741538341060317,0.00027975851891041145,50.560174783924595,9531.49481426389,1
262,window,1,132,1,6,83,84,0.0001125905232906017,0.00012570619832275815,0.006265204475550454,0.0013738360901140274,0.0012815349191232926,0.0005038338225370919,0.00031832218040885355,0.00047294628391519286,0.0001713040491888599,0.0002678191606740887,50.59287186502479,9582.087846101029,1
263,window,1,133,1,6,83,84,0.00011241219352128307,0.00012549769512302294,0.006265021735364955,0.0013686728946443766,0.001277658999932422,0.0005025430781019859,0.0003183274950970972,0.00047467663607704037,0.00016534578995734133,0.000256116672216779,50.637158057885244,9632.725179248955,1
264,window,1,134,1,6,83,84,0.00011223723075462373,0.00012529304414355308,0.006264841166926752,0.0013635483299851857,0.001273805838933859,0.0005012656917900813,0.0003183074855763482,0.000476336014180796,0.00015954122678767154,0.0002446494597319752,50.57469366095029,9683.30003996403,1
265,window,1,135,1,6,83,84,0.00011206554779638557,0.0001250921526877134,0.00626466273034834,0.0013584618410303732,0.0012699749709458004,0.0005000013816817163,0.00031826281061000624,0.00047792587791602176,0.0001538912552127724,0.00023341631012041393,50.782824663911015,9734.083031055052,1
266,window,1,136,1,6,83,84,0.00011189706011124059,0.00012489493059074204,0.006264486386590834,0.0013534128833286505,0.0012661659444725814,0.0004987498734821058,0.0003181941136819056,0.00047944766106025285,0.00014839706558091357,0.00022241644796791823,50.558884957106784,9784.642078805016,1
267,window,1,137,1,6,83,84,0.00011173168573061002,0.00012470129014384066,0.006264312097445548,0.0013484009228413342,0.0012623783213047217,0.0004975109002890562,0.0003181020234055527,0.00048090277197991436,0.0001430601643015198,0.00021164960552874114,50.56432272307575,9835.206568972906,1
268,window,1,138,1,6,83,84,0.0001115693451640978,0.0001245111460207913,0.00626413982551595,0.0013434254357070732,0.0012586116761303151,0.000496284202368628,0.0003179871539924094,0.0004822925942385517,0.00013788239565587826,0.00020111610917038905,50.772177959093824,9885.97890712088,1
269,window,1,139,1,6,83,84,0.0001114099613143434,0.00012432441520695298,0.006263969534199943,0.0013384859080141805,0.001254865596157977,0.0004950695269385121,0.00031785010544104994,0.000483618486695487,0.0001328659636449607,0.00019081698668578514,50.58140050712973,9936.560468385927,1
270,window,1,140,1,6,83,84,0.00011125345939518391,0.00012414101693061043,0.006263801187672596,0.0013335818355785384,0.0012511396807504953,0.0004938666279586978,0.0003176914641098656,0.00048488178433582106,0.00012801345308697143,0.00018075410107877158,50.56062169885263,9987.121267766925,1
271,window,1,141,1,6,83,84,0.00011109976685295516,0.00012396087259653705,0.006263634750869105,0.0013287127237286479,0.001247433541069308,0.0004926752659292878,0.0003175118029083019,0.0004860837983953252,0.00012332784889588396,0.00017093031812591083,50.53910417598672,10037.660531460075,1
272,window,1,142,1,6,83,84,0.0001109488132908167,0.00012378390572174457,0.006263470189468209,0.0013238780870963739,0.0012437467997290627,0.0004914952076951049,0.000317311681685102,0.0004872258168587296,0.00011881255213624479,0.00016134971723319292,50.56900433707051,10088.229699881049,1
273,window,1,143,1,6,83,84,0.00011080053039595675,0.0001236100418732998,0.0062633074698758995,0.0013190774494132777,0.0012400790904624711,0.0004903262262568315,0.00031709164755057217,0.0004883091048509276,0.00011447139098379324,0.00015201785780165095,50.5605117699597,10138.790380089078,1
274,window,1,144,1,6,83,84,0.00011065485186957382,0.00012343920860816507,0.006263146559209481,0.001314310343312971,0.0012364300577946108,0.0004891681005884971,0.0003168522351822436,0.0004893349050040223,0.00011030862425730576,0.0001429421168931791,50.561619265936315,10189.352164790034,1
275,window,1,145,1,6,83,84,0.00011051171335948974,0.00012327133541496484,0.006262987425281964,0.0013095763101384438,0.001232799356726739,0.00048802061546097286,0.0003165939670988991,0.0004903044377685238,0.00010632893460919821,0.0001341321181710631,50.650384278036654,10240.002716159914,1
276,window,1,146,1,6,83,84,0.0001103710523953428,0.00012310635365763285,0.0062628300365868,0.0013048748997547925,0.0012291866524291744,0.00048688356127137234,0.0003163173539762188,0.0004912189018238543,0.00010253740789716915,0.00012560027690293186,50.77634297590703,10290.779233539943,1
277,window,1,147,1,6,83,84,0.00011023280832615366,0.00012294419652086354,0.0062626743622829165,0.0013002056703665193,0.0012255916199431635,0.0004857567338779855,0.0003160228949429359,0.0004920794744511981,9.893949477533765e-05,0.00011736249068906304,50.660267787985504,10341.439674855908,1
278,window,1,148,1,6,83,84,0.00011009692226029058,0.00012278479895729892,0.006262520372180106,0.0012955681883401204,0.0012220139438912313,0.0004846399344407247,0.0003157110778196197,0.0004928873118075624,9.554095013900287e-05,0.00010943900858930485,50.610384554835036,10392.050221185898,1
279,window,1,149,1,6,83,84,0.00010996333700761343,0.0001226280976363997,0.006262368036724675,0.0012909620280307065,0.0012184533181961025,0.00048353296926669404,0.0003153823793797715,0.0004936435492590128,9.234774597883194e-05,0.00010185550912624097,50.543915105983615,10442.594298955984,1
280,window,1,150,1,6,83,84,0.00010983199702379325,0.0001224740308949309,0.006262217326985458,0.0012863867716134208,0.0012149094458071734,0.0004824356496607836,0.00031503726564206997,0.000494349301770411,8.936595360518669e-05,9.464440280468145e-05,50.554336179979146,10493.148797119968,1
281,window,1,151,1,6,83,84,0.00010970284835667876,0.00012232253868902878,0.0062620682146400835,0.0012818420089190088,0.0012113820384357997,0.0004813477917811884,0.00031467619210959305,0.0004950056642087318,8.66015922017131e-05,8.784633316306305e-05,50.56887124106288,10543.717826453038,1
282,window,1,152,1,6,83,84,0.00010957583859462838,0.00012217356254774653,0.006261920671961586,0.0012773273372734518,0.001207870816297052,0.0004802692164994253,0.00031429960395744453,0.000495613711555616,8.406044259933022e-05,8.151175873880463e-05,50.572301636915654,10594.29029433988,1
283,window,1,153,1,6,83,84,0.00010945091681673576,0.00012202704552809402,0.006261774671805262,0.0012728423613416484,0.0012043755078599448,0.00047919974926498906,0.00031390793634550573,0.0004961744993639948,8.174782800159875e-05,7.570232191391282e-05,50.574427251005545,10644.864889746066,1
284,window,1,154,1,6,83,84,0.00010932803354486164,0.00012188293217144992,0.006261630187595842,0.0012683866929748841,0.0012008958496043365,0.00047813921997423364,0.0003135016145980235,0.0004966890639712433,7.966836723661835e-05,7.049141537660716e-05,50.59084744891152,10695.45590307191,1
285,window,1,155,1,6,83,84,0.0001092071406974254,0.0001217411684613559,0.0062614871933149175,0.0012639599510619506,0.0011974315857846266,0.000477087462843439,0.00031308105446058003,0.0004971584228632367,7.782571061336372e-05,6.596295023042865e-05,50.537475266028196,10745.993539666058,1
286,window,1,156,1,6,83,84,0.00010908819154483389,0.00012160170178260215,0.006261345663488681,0.0012595617613841096,0.0011939824682009029,0.00047604431628593734,0.0003126466622807369,0.0004975835749003411,7.622227317574152e-05,6.220695955072349e-05,50.552996068960056,10796.546697990969,1
287,window,1,157,1,6,83,84,0.00010897114066653239,0.0001214644808816062,0.006261205573175908,0.0012551917564733693,0.0011905482559760308,0.0004750096227930786,0.0003121988351789721,0.0004979655005380922,7.485898416183865e-05,5.931075434002115e-05,50.5451315168757,10847.091993941925,1
288,window,1,158,1,6,83,84,0.00010885594390959797,0.00012132945582797589,0.006261066897956188,0.001250849575473854,0.0011871287153396477,0.0004739832288189241,0.0003117379614292354,0.0004983051624417994,7.373507388768484e-05,5.7345536142571766e-05,50.70763749605976,10897.799796781037,1
289,window,1,159,1,6,83,84,0.0001087425583487769,0.0001211965779772983,0.006260929613918457,0.001246534864007129,0.001183723619417657,0.0004729649846685538,0.00031126442040928237,0.0004986035052991242,7.284791908226967e-05,5.635095707256352e-05,50.555420770077035,10948.355384548893,1
290,window,1,160,1,6,83,84,0.00010863094224798212,0.0001210657999350177,0.00626079369764975,0.0012422472740398745,0.0011803327480288076,0.00047195474438986807,0.00031077858302023414,0.000498861456525154,7.219296440603802e-05,5.632294693861782e-05,50.59001229098067,10998.945556116989,1
291,window,1,161,1,6,83,84,0.00010852105502311378,0.00012093707552146876,0.006260659126224222,0.0012379864637554285,0.0011769558874862138,0.00047095236566874676,0.0003102808117025615,0.000499079926209164,7.176373149832159e-05,5.7210503600183456e-05,50.579727434087545,11049.525449417066,1
292,window,1,162,1,6,83,84,0.00010841285720620946,0.00012081035973793283,0.00626052587719239,0.0012337520974275516,0.001173592830405059,0.0004699577097274034,0.0003097714607543793,0.0004992598076361728,7.155191829386617e-05,5.892344687525752e-05,50.55289076198824,11100.0785015109,1
293,window,1,163,1,6,83,84,0.00010830631041083865,0.00012068560873374938,0.006260393928570652,0.0012295438452976496,0.0011702433755155467,0.00046897064122590764,0.00030925087642335734,0.0004994019773906769,7.154758193920287e-05,6.134769067781756e-05,50.68687850609422,11150.76554870396,1
294,window,1,164,1,6,83,84,0.00010820137729870812,0.00012056277977440663,0.006260263258830989,0.0012253613834545692,0.0011669073274814304,0.0004679910281667147,0.00030871939712448444,0.0004995072956990121,7.173939016398491e-05,6.43617680016694e-05,50.660279168980196,11201.425990575925,1
295,window,1,165,1,6,83,84,0.00010809802154742371,0.00012044183121060247,0.006260133846890937,0.0012212043937170373,0.0011635844967238904,0.00046701874180211895,0.0003081773536344042,0.0004995766067330687,7.211491990659322e-05,6.784967106624403e-05,50.56104302802123,11251.98719862802,1
296,window,1,166,1,6,83,84,0.00010799620781936484,0.00012032272244822955,0.00626000567210377,0.0012170725635190732,0.001160274699249913,0.00046605365654449305,0.0003076250691480567,0.0004996107386611462,7.266097924571368e-05,7.170829734805957e-05,50.58824683097191,11302.575622827979,1
297,window,1,167,1,6,83,84,0.00010789590173163062,0.00012020541391926362,0.006259878714248895,0.0012129655857975436,0.001156977756486175,0.0004650956498792661,0.0003070628595825316,0.000499610504165132,7.336392935053751e-05,7.585025998842822e-05,50.67833119095303,11353.25411778898,1
298,window,1,168,1,6,83,84,0.00010779706982702048,0.00012008986705351909,0.00625975295352247,0.0012088831588825157,0.001153693495117483,0.00046414460228053945,0.0003064910336844755,0.0004995767005931805,7.420998657618688e-05,8.020371047527707e-05,50.58582289307378,11403.840120055014,1
299,window,1,169,1,6,83,84,0.0001076996795459972,0.00011997604425124503,0.006259628370528237,0.0012048249863901358,0.0011504217469300122,0.00046320039712925703,0.0003059098931152506,0.0004995101100797913,7.518548999040644e-05,8.471066254249711e-05,50.605860704090446,11454.446157099912,1
300,window,1,170,1,6,83,84,0.00010760369919960298,0.0001198639088565332,0.006259504946268539,0.0012007907771174476,0.001147162348658473,0.0004622629206337283,0.0003053197327381459,0.0004994115000400288,7.627712533724968e-05,8.932480569528256e-05,50.75579830608331,11505.202125869924,1
301,window,1,171,1,6,83,84,0.00010750909794329549,0.00011975342513151418,0.006259382662135548,0.0011967802449399214,0.0011439151418386037,0.0004613320617526622,0.000304720840654209,0.0004992816231999829,7.747210180087946e-05,9.40093423948643e-05,50.557085260981694,11555.75938965194,1
302,window,1,172,1,6,83,84,0.00010741584575166582,0.00011964455823131375,0.006259261499902728,0.0011927931087111084,0.0011406799726632118,0.0004604077121204116,0.0003041134984016263,0.0004991212179407139,7.87582822921856e-05,9.873508182304695e-05,50.920585634885356,11606.680137824966,1
303,window,1,173,1,6,83,84,0.00010732391339398358,0.00011953727417974765,0.006259141441716418,0.001188829092164489,0.0011374566918424312,0.00045948976597442326,0.00030349798106763285,0.0004989310084788816,8.012427108548218e-05,0.00010347885671248959,50.56582824792713,11657.246163767995,1
304,window,1,174,1,6,83,84,0.00010723327241060241,0.00011943153984572716,0.006259022470087661,0.0011848879238173919,0.001134245154468406,0.0004585781200849094,0.0003028745574604679,0.0004987117051555124,8.155946450083715e-05,0.00010822225085749505,50.63719026488252,11707.88351778104,1
305,window,1,175,1,6,83,84,0.00010714389509009495,0.00011932732292035539,0.006258904567884182,0.0011809693368769363,0.00113104521988347,0.000457672673686491,0.0003022434902659718,0.0004984640047141369,8.30540711155294e-05,0.00011295059454893935,50.71084139193408,11758.594531914918,1
306,window,1,176,1,6,83,84,0.00010705575444718655,0.0001192245918946902,0.006258787718322589,0.0011770730691483859,0.0011278567515522018,0.0004567733284119355,0.0003016050360590173,0.000498188590295984,8.459910802360481e-05,0.00011765217877590707,50.68512779613957,11809.27983543789,1
307,window,1,177,1,6,83,84,0.0001069688242014009,0.00011912331603815766,0.006258671904960704,0.0011731988629448077,0.0011246796169372176,0.0004558799882277611,0.0003009594456199465,0.0004978861320169555,8.618637917787046e-05,0.0001223176428040093,50.66417264798656,11859.944177343976,1
308,window,1,178,1,6,83,84,0.00010688307875640461,0.0001190234653775821,0.006258557111690065,0.001169346464999368,0.0011215136873789025,0.0004549925593718137,0.0003003069638652913,0.0004975572868208485,8.780844104023292e-05,0.00012693949691146107,50.66085502598435,11910.60520016402,1
309,window,1,179,1,6,83,84,0.00010679849318002654,0.00011892501067683746,0.006258443322728656,0.0011655156263789565,0.0011183588379776845,0.00045411095029252807,0.0002996478301550634,0.0004972026990436428,8.945855991402026e-05,0.00013151174967523252,50.57512055197731,11961.180510282982,1
310,global,1,0,0,6,84,84,0.00010671504318493935,0.00011882792341707218,0.006258330522613742,0.0011617061023998993,0.0011152149474807375,0.0004532350715900752,0.00029898227828130126,0.0004968230003780152,9.11306644173339e-05,0.00013602961582023296,17.72771850391291,11985.56703750207,1
311,global,1,1,0,6,84,84,0.00010663270510994644,0.00011873217577750936,0.006258218696194879,0.001157917652545604,0.0011120818981713377,0.00045236483595914996,0.0002983105366076884,0.0004964188101334296,9.281929577469122e-05,0.0001404892861910409,17.714123387122527,12003.281324082054,1
312,global,1,2,0,6,84,84,0.00010655145590190164,0.00011863774061679922,0.006258107828627092,0.0011541500403853813,0.0011089595757616982,0.00045150015813340884,0.0002976328282878085,0.0004959907356248714,9.451955789742923e-05,0.0001448877456632738,17.731685193022713,12021.013173537096,1
313,global,1,3,0,6,84,84,0.00010647127309817777,0.0001185445914548932,0.006257997905364195,0.0011504030334957103,0.0011058478692886023,0.00045064095483150226,0.00029694937121676606,0.0004955393720890329,9.62270686610742e-05,0.00014922262832152533,17.730400030035526,12038.743752998067,1
314,global,1,4,0,6,84,84,0.00010639213480972414,0.00011845270245546142,0.006257888912152291,0.0011466764033826074,0.0011027466710123188,0.0004497871447046782,0.00029626037829898655,0.0004950653031837607,9.793791330874536e-05,0.00015349210144921757,17.724579087924212,12056.46849662601,1
315,global,1,5,0,6,84,84,0.00010631401970464495,0.00011836204840878122,0.006257780835023343,0.0011429699254058001,0.0010996558763184433,0.00044893864828585053,0.00029556605744937586,0.0004945691009758681,9.964860059875896e-05,0.00015769477232887097,17.725509383017197,12074.194166952977,1
316,global,1,6,0,6,84,84,0.0001062369069923179,0.00011827260471513182,0.006257673660288997,0.0011392833787046365,0.001096575383622508,0.0004480953879401642,0.0002948666117297408,0.0004940513262144792,0.00010135602198600832,0.0001618296126721326,17.733461477793753,12091.927792581962,1
317,global,1,7,0,6,84,84,0.00010616077640799708,0.00011818434736865262,0.006257567374534468,0.0011356165461252493,0.001093505094277294,0.00044725728781690405,0.00029416223947538954,0.0004935125285549399,0.00010305741402209417,0.00016589589725469429,17.75514557189308,12109.683113487903,1
318,global,1,8,0,6,84,84,0.00010608560819791727,0.00011809725294165618,0.006257461964612554,0.0011319692141493016,0.0010904449124829582,0.0004464242738027995,0.0002934531344142263,0.0004929532467972146,0.00010475032392579538,0.000169893153697618,17.760200907941908,12127.443479720037,1
319,global,1,9,0,6,84,84,0.00010601138310485311,0.00011801129856939461,0.0062573574176378625,0.0011283411728246128,0.0010873947451994872,0.00044559627347665775,0.0002927394856503944,0.0004923740088501018,0.0001064325782555229,0.0001738211211617896,17.759411928011104,12145.203056545928,1
320,global,1,10,0,6,84,84,0.00010593808235413889,0.00011792646193523648,0.006257253720981084,0.001124732215696522,0.0010843545020623583,0.0004447732160652634,0.00029202147791513927,0.0004917753322154421,0.00010810225452543864,0.00017767971626562708,17.767628653906286,12162.970860141097,1
321,global,1,11,0,6,84,84,0.00010586568764011709,0.00011784272125627739,0.006257150862263428,0.001121142139741268,0.001081324095299787,0.0004439550324005,0.00029129929156798847,0.0004911577239917299,0.00010975765557227636,0.0001814690047936263,17.71824415703304,12180.689262965927,1
322,global,1,12,0,6,84,84,0.0001057941811130175,0.00011776005526934368,0.0062570488293512295,0.0011175707453005036,0.0010783034396529745,0.000443141654877709,0.0002905731026945858,0.0004905216810709315,0.00011139728646618551,0.00018518917811200314,17.727409227052703,12198.41685429099,1
323,global,1,13,0,6,84,84,0.00010572354536623618,0.00011767844321740064,0.006256947610350562,0.0011140178360170094,0.001075292452298568,0.00044233301741519455,0.00028984308326712504,0.0004898676904436152,0.00011301983376858306,0.00018884053342454435,17.722015152918175,12216.139034155058,1
