global_sweep,stage,stage_sweep,degree,n_terms,u_rmse,v_rmse,p_rmse,px_rmse,py_rmse,score,u_step,p_after_u_step,v_step,p_after_v_step,sweep_seconds,elapsed_seconds,is_best
50,1,10,3,20,0.035073878648062495,0.0352035421947005,0.029049744764140854,0.081645281324291,0.08063956829980184,0.08650590580517228,0.00032362137574509005,0.0001866069777009073,0.0003393634064595214,0.00023185064003916896,2.079355690861121,76.53842454100959,1
51,1,11,3,20,0.03500537543315085,0.03514116669113814,0.028927335544084408,0.08156907836464546,0.08056623758969458,0.086360073719723,0.00024334297214301153,0.00014583289739544347,0.0002692607017836524,0.00019556845838179711,2.080269463127479,78.61877926811576,1
52,1,12,3,20,0.0349606576027392,0.03509893082238396,0.02882716178182777,0.08151013905349057,0.08050590608612067,0.0862611929390843,0.00019629453198949563,0.00011443828272475498,0.00022404931882267451,0.0001668327604051859,2.0798803449142724,80.69874742696993,1
53,1,13,3,20,0.03493093319556402,0.03506924888508006,0.02874484853754706,0.08146451382557235,0.0804557921800131,0.08619221268120263,0.00016401122706317936,8.99007248368982e-05,0.00019037154915814363,0.00014367488349686323,2.0777755440212786,82.77661593910307,1
54,1,14,3,20,0.03491084968360144,0.03504755473560179,0.028677010249240166,0.08142929016149163,0.0804138144675277,0.08614271488210516,0.0001388695593539794,7.051607237607052e-05,0.00016303927008122528,0.00012474958972754838,2.078436756040901,84.85514007206075,1
55,1,15,3,20,0.03489710776351057,0.03503107276700361,0.028620981272731667,0.08140227095038635,0.08037838613365271,0.08610624623891809,0.00011804434167440341,5.509865782077575e-05,0.00014007891398186076,0.00010910769292471535,2.0868945959955454,86.94212033203803,1
56,1,16,3,20,0.03488764143183626,0.035018093993207385,0.028574634056347397,0.08138176730184574,0.08034827849083687,0.0860787400043119,0.00010047293081414447,4.280033770932554e-05,0.0001206242328026436,9.605845319045334e-05,2.0795345059596,89.02174670691602,1
57,1,17,3,20,0.03488113161215228,0.03500754870719449,0.028536252737392735,0.08136646109119566,0.08032252778062625,0.08605757920652897,8.56563530818139e-05,3.3000714976028736e-05,0.00010415727397152502,8.508507257250701e-05,2.0793950620573014,91.10123105091043,1
58,1,18,3,20,0.034876716565681705,0.03499875350321369,0.02850444260328425,0.08135531108760975,0.080300369843154,0.08604103816197178,7.32522734055481e-05,2.5240518963436724e-05,9.02678689986377e-05,7.579173760372452e-05,2.0804259239230305,93.18174325302243,1
59,1,19,3,20,0.03487381858364292,0.03499126094536644,0.028478063385589635,0.08134748704171835,0.08028119324291397,0.08602794755747259,6.295661689074396e-05,1.9181734878328605e-05,7.858982072887537e-05,6.786956853538438e-05,2.0771269218530506,95.25895577506162,1
60,1,20,3,20,0.03487203953707344,0.03498476976411749,0.028456178857692374,0.08134232219106668,0.08026450493968122,0.08601749201426571,5.447872537916197e-05,1.458377637613941e-05,6.879008880664597e-05,6.107404805692073e-05,2.084290061146021,97.34333066106774,1
61,1,21,3,20,0.03487109732469971,0.034979070828711455,0.028438017924358263,0.08133927822263969,0.08024990469365181,0.08600908644504031,4.7542284560491544e-05,1.1283653851440414e-05,6.0570159882871575e-05,5.520954504530196e-05,2.088645176962018,99.43206237303093,1
62,1,22,3,20,0.03487078671744569,0.03497401433597532,0.02842294405114816,0.08133791888127793,0.08023706568561992,0.08600229951011079,4.1890870620917306e-05,9.157282872433602e-06,5.366782279815241e-05,5.011832732230728e-05,2.08950681402348,101.52165629691444,1
63,1,23,3,20,0.03487095484428888,0.03496948963940635,0.028410430910747988,0.0813378897289619,0.08022571964703702,0.08599680542129512,3.729265665526466e-05,8.04032112664157e-06,4.785695530908305e-05,4.567249956694067e-05,2.0900020580738783,103.61175352311693,1
64,1,24,3,20,0.03487148553762617,0.034965412656380084,0.028400042773646925,0.08133890238219561,0.08021564532002236,0.08599235296422807,3.354342356964817e-05,7.663212730686595e-06,4.2945546216355284e-05,4.176791497662466e-05,2.0922190910205245,105.70407613203861,1
65,1,25,3,20,0.03487228909857638,0.03496171785653942,0.028391418591053975,0.08134072207911482,0.08020665941404954,0.08598874510443223,3.0467961003454814e-05,7.708059068960404e-06,3.877264063216706e-05,3.831947025718968e-05,2.0877288260962814,107.79188908799551,1
66,1,26,3,20,0.03487329542532238,0.0349583530497414,0.028384258996964867,0.08134315776946938,0.08019860945982027,0.08598582519799275,2.7919957873855536e-05,7.923253265478053e-06,3.520478531866842e-05,3.525740718535342e-05,2.090102372923866,109.88207992305979,1
67,1,27,3,20,0.03487444926562632,0.03495527590847514,0.028378315646811113,0.08134605414785735,0.0801913681217308,0.08598346740106028,2.578048673405848e-05,8.161208572343384e-06,3.2132359765707774e-05,3.252437143395088e-05,2.089988711057231,111.97215420403518,1
68,1,28,3,20,0.03487570684019646,0.034952451583279504,0.028373382444104808,0.08134928520504267,0.08018482864318383,0.08598156980829862,2.395533160586999e-05,8.351868717690248e-06,2.9466029894858397e-05,3.007305649438316e-05,2.087219287874177,114.05945806601085,1
69,1,29,3,20,0.03487703337309902,0.034949851021072134,0.028369288303471286,0.08135274897945037,0.08017890117953941,0.08598004941007012,2.237157096424151e-05,8.469025477966575e-06,2.7133463659959174e-05,2.7864308435068707e-05,2.087640935089439,116.14718584390357,1
70,1,30,3,20,0.034878401239115564,0.034947449746233095,0.02836589117055335,0.08135636326699253,0.08017350983191378,0.0859788382952393,2.097388441719551e-05,8.50833718034886e-06,2.5076384920772406e-05,2.586559815324197e-05,2.088241226039827,118.23551302892156,1
71,1,31,3,20,0.03487978854304105,0.03494522695430842,0.028363073074134132,0.0813600621024124,0.08016859023802725,0.08597788073139344,1.9720984420405897e-05,8.475453157834361e-06,2.324799928216719e-05,2.4049788749175697e-05,2.0888699588831514,120.3244674669113,1
72,1,32,3,20,0.03488117801019629,0.0349431648227207,0.028360736028412128,0.08136379286592481,0.08016408760836691,0.08597713088034617,1.8582437940584868e-05,8.380005050031254e-06,2.161079518715582e-05,2.2394140675472115e-05,2.0885348508600146,122.41308582900092,1
73,1,33,3,20,0.03488255610729491,0.03494124797626127,0.028358798636950455,0.08136751389939617,0.08015995512013449,0.08597655098550924,1.7536002077701397e-05,8.232657396463773e-06,2.013470210918868e-05,2.0879508621571592e-05,2.0871132540050894,124.50028423103504,1
74,1,34,3,20,0.03488391233796251,0.03493946306587009,0.028357193276651985,0.08137119253955051,0.08015615259991699,0.08597610991777935,1.656549049157167e-05,8.043710847378492e-06,1.8795573784345705e-05,1.9489692938106952e-05,2.090367474826053,126.59073894098401,1
75,1,35,3,20,0.034885238673415475,0.03493779843230044,0.028355863761751046,0.08137480349367018,0.08015264544024758,0.08597578199910769,1.565912328029224e-05,7.822490985668391e-06,1.757395694779791e-05,1.8210915496318088e-05,2.090004443190992,128.6808279559482,1
76,1,36,3,20,0.03488652908950855,0.03493624383469938,0.02835476340539336,0.08137832749735352,0.0801494037062813,0.08597554604457142,1.4808284290068884e-05,7.577133903980499e-06,1.645410367807345e-05,1.703139563679206e-05,2.0906071250792593,130.77152519207448,1
77,1,37,3,20,0.0348877791886161,0.0349347902296933,0.028353853410740874,0.08138175020505481,0.08014640139746897,0.08597538457856178,1.4006604374441641e-05,7.314569168425195e-06,1.5423186735445406e-05,1.594100656025087e-05,2.0900025519076735,132.86161638912745,1
78,1,38,3,20,0.034888985889872784,0.03493342959032417,0.02835310153532035,0.08138506127305632,0.08014361583594118,0.08597528319109671,1.324929607891583e-05,7.040596631125276e-06,1.4470680833449153e-05,1.4930996348438647e-05,2.0918796961195767,134.95358526310883,1
79,1,39,3,20,0.03489014717493022,0.03493215475678756,0.028352480982030585,0.08138825360171566,0.08014102715872788,0.08597523000776214,1.2532677219359922e-05,6.760002939601994e-06,1.3587877470285147e-05,1.3993760917147689e-05,2.090287343133241,137.04396354500204,1
80,2,0,4,35,0.03417316910128566,0.03139857545940331,0.018978917163426926,0.05477023668368149,0.0426683225045927,0.07531560047951638,0.0052975996147153585,0.010981228228239971,0.011672965773354076,0.0019304976960219423,2.452080767136067,139.4966607799288,1
81,2,1,4,35,0.027987950054243295,0.026042082791097525,0.016213528417883694,0.04466794043575096,0.0370494104655228,0.062201767935468194,0.019049996076152584,0.003130681094482389,0.016392525680844355,0.0017118692256826308,2.452850248897448,141.94960071402602,1
82,2,2,4,35,0.02320084067065543,0.021518043259153734,0.01414056037279853,0.03802594014508743,0.032330898658232146,0.05175456781014112,0.015078662005782194,0.0023157506009588696,0.014217944623005359,0.0016147643369532,2.4513814400415868,144.4010650520213,1
83,2,3,4,35,0.019397083443192378,0.017864514723043765,0.012474707915998404,0.03302438349065012,0.02841206962334665,0.04340524347763582,0.012111562253070128,0.0018568155939502665,0.011622412392447528,0.001411515244051226,2.4520875138696283,146.85323975002393,1
84,2,4,4,35,0.016354630676900406,0.014938311226047175,0.011109251243904416,0.029100732982099364,0.02517915586143554,0.03672093078730107,0.009768623253728157,0.0015347006996774665,0.009399505111716824,0.0012072907244168609,2.4513565448578447,149.304677820066,1
85,2,5,4,35,0.013915800847863976,0.012601997975743356,0.009977579311713237,0.025959222556061007,0.022516486314187092,0.03136536971063214,0.007913130542617872,0.0012922529455582008,0.0075918617862179676,0.001028521545620254,2.4540763217955828,151.75883499602787,1
86,2,6,4,35,0.01195993736003587,0.01074149506993947,0.00903170494437672,0.023407234708327108,0.02031781142539781,0.02707393704334783,0.006436867853771095,0.0011024920329874169,0.006141299394079016,0.0008788114357004598,2.45222195610404,154.21114292694256,1
87,2,7,4,35,0.01039221466873914,0.009264495154084576,0.00823532294220601,0.02130828579258658,0.0184923505262684,0.023636773454709215,0.005257311967479269,0.0009501301027640274,0.004981439833363943,0.0007551243909145779,2.451724424958229,156.66295476490632,1
88,2,8,4,35,0.009137084060359981,0.008096566533979261,0.0075602946266504,0.019561914882210176,0.016965928593374608,0.02088643494189772,0.004311514690928882,0.0008255788866872931,0.004054125770840782,0.0006530218170749933,2.450082411058247,159.1131564520765,1
89,2,9,4,35,0.008133807789505182,0.007177451576505503,0.006984491341587189,0.018092797088641463,0.01567947936197348,0.018688487011072178,0.0035507931090955984,0.0007223604402640677,0.003311666645080283,0.0005683347443926895,2.4519330409821123,161.56520614912733,1
90,2,10,4,35,0.007333233953625358,0.00645804563381733,0.0064903381357438355,0.016843887791976982,0.014586600589471822,0.01693432842558757,0.002937060791413682,0.0006358693436561634,0.0027158672251762963,0.0004976006626305498,2.451092481147498,164.01638514408842,1
91,2,11,4,35,0.006695416360055162,0.0058981056066614804,0.006063773636989211,0.01577168714143092,0.013651038721037604,0.015535794552963495,0.002440318608930495,0.0005627233412494484,0.0022364253396091925,0.0004380782534768504,2.452358761103824,166.4688351699151,1
92,2,12,4,35,0.006187839426517959,0.005464589218406616,0.005693481013059249,0.0148428095850732,0.012844468872190339,0.014421156490650929,0.0020368580917981974,0.000500384211175667,0.0018493928204306204,0.00038763580792303706,2.4524377919733524,168.92136423499323,1
93,2,13,4,35,0.005784073235129866,0.005130461386997177,0.005370306340581297,0.014031449497799931,0.012144674638424977,0.013532147035749533,0.0017079146335002655,0.00044691448444562757,0.001535869001269079,0.0003446200203510105,2.4500696070026606,171.37153765605763,1
94,2,14,4,35,0.00546272369184246,0.004873793192694748,0.005086811660254117,0.013317498275315861,0.011534115217514547,0.01282167823382025,0.0014386270217216406,0.0004008113815440116,0.0012809398343651367,0.00030774042352146836,2.4498873848933727,173.8215159990359,1
95,2,15,4,35,0.005206579357325915,0.0046770139500943555,0.004836927427685398,0.01268514509923381,0.01099882372776886,0.012251990190120536,0.0012172205725180414,0.0003608899203723569,0.0010728320575403524,0.0002759777931053861,2.454821125837043,176.2764338790439,1
96,2,16,4,35,0.005001891948861886,0.0045262358299613245,0.0046156797718385776,0.012121837804935628,0.010527571419480712,0.011793068701264845,0.0010343610850415607,0.00032619972408269636,0.0009022440891848556,0.0002485152365402174,2.452498560072854,178.72903303592466,1
97,2,17,4,35,0.004837756618296095,0.004410624694143301,0.0044189749457782795,0.011617510799278431,0.01011123780377369,0.01142125617274461,0.0008826425744132415,0.00029596571901844323,0.000761818517719536,0.0002246878457246303,2.451863940106705,181.18099623103626,1
98,2,18,4,35,0.004705576942499852,0.004321822827099688,0.004243428073340235,0.011164010061447526,0.009742336896999092,0.011118034465444201,0.0007561810488209226,0.0002695459184402613,0.0006457268555975388,0.00020394652637802468,2.4510224009864032,183.63210252206773,1
99,2,19,4,35,0.00459860834602272,0.0042534384512215116,0.004086226571324524,0.01075466312440463,0.009414660405289104,0.010868979150213605,0.0006502927866467756,0.0002464013830465913,0.0005493429445159449,0.0001858322179709334,2.4548100440297276,186.0869951499626,1
100,2,20,4,35,0.004511575584489958,0.00420061235678751,0.00394502094702234,0.010383955636183738,0.009123007996646337,0.010662884304560477,0.0005612400468125489,0.00022607478364796598,0.0004689862717746203,0.00016995751210862575,2.449266062118113,188.5363479370717,1
101,2,21,4,35,0.0044403586325446704,0.004159663199285127,0.0038178373454013865,0.010047286423560517,0.008862982335387867,0.010491048707724635,0.000486030552558068,0.00020817497376450985,0.00040172039496305634,0.00015599341627119064,2.4533713560085744,190.98980512400158,1
102,2,22,4,35,0.004381739468253634,0.004127805647725668,0.0037030074523447237,0.00974078062290879,0.008630832352702568,0.010346706413540439,0.00042225976006404043,0.00019236571019493206,0.00034519478705718104,0.0001436596217990756,2.4490803191438317,193.4389841889497,1
103,2,23,4,35,0.004333201087186067,0.004102931402699544,0.0035991122848983655,0.009461146021611647,0.008423332570356589,0.010224580349082434,0.0003679870581098454,0.00017835720109575656,0.0002975208634135142,0.0001327171154699949,2.451299120904878,195.8903846759349,1
104,2,24,4,35,0.0042927698911410005,0.00408344179995116,0.0035049371066250704,0.009205561786214109,0.008237689494686812,0.010120536819182253,0.00032163877304272474,0.00016589956069229983,0.0002571748806262468,0.00012296233988367297,2.450437735999003,198.34090682910755,1
105,2,25,4,35,0.004258893176533133,0.004068121255837054,0.00341943525639209,0.008971591653424748,0.008071468436881469,0.010031320441400808,0.0002819322629226389,0.00015477754284083306,0.00022292192207300676,0.0001142223794319381,2.4518846420105547,200.79287923895754,1
106,2,26,4,35,0.0042303444678077635,0.004056042253636447,0.003341699113272562,0.008757115742774843,0.007922535821837275,0.009954351877905422,0.00024781653761057795,0.00014480613844635492,0.00019375639619211558,0.00010635084397679269,2.44927119393833,203.24223467102274,1
107,2,27,4,35,0.004206150620099711,0.004046494278702907,0.0032709367669871404,0.008560276649170393,0.007789013296228153,0.009887573893342473,0.0002184257829521784,0.0001358267732903361,0.00016885543866128452,9.922425686999981e-05,2.4523445710074157,205.69466535001993,1
108,2,28,4,35,0.0041855357667024765,0.004038930737691849,0.0032064532423604452,0.008379436559116504,0.0076692408652194646,0.009829334246827921,0.0001930429319848137,0.00012770394735000878,0.0001475423794252926,9.273884107677105e-05,2.453034452861175,208.14778690994717,1
109,2,29,4,35,0.004167878212259208,0.004032929292172459,0.0031476353519946177,0.00821314292667925,0.007561746968674322,0.009778296493967026,0.0001710710428643867,0.0001203222253503862,0.00012925804869979053,8.680764893862751e-05,2.453698107972741,210.60159620596096,1
110,2,30,4,35,0.0041526772347461605,0.004028162163019672,0.003093939434451931,0.008060100829224249,0.007465223917006171,0.009733371872388874,0.00015201073640581244,0.00011358353027245777,0.00011353818298404752,8.13580081060818e-05,2.453233332140371,213.05491695692763,1
